zinc_id,pid,Kd,DeepPurpose_score
ZINC000000113382,Q4QHJ8,5.991953372955322,5033.06
ZINC000000113386,Q4QHJ8,5.991953372955322,5033.06
ZINC000000113378,Q4QHJ8,5.991953372955322,5033.06
ZINC000000113389,Q4QHJ8,5.991953372955322,5033.06
ZINC000261494622,O97193,5.991963863372803,3791.45
ZINC000005167162,O97193,5.991963863372803,3791.45
ZINC000095618783,O97193,5.991963863372803,3791.45
ZINC000261494621,O97193,5.991963863372803,3791.45
ZINC000095618785,O97193,5.991963863372803,3791.45
ZINC000013907551,Q27686,5.992023468017577,1176.85
ZINC000001543480,Q27686,5.992023468017577,1176.85
ZINC000685933072,Q4QBL1,5.992032527923584,8137.76
ZINC000003799319,Q4QBL1,5.9920902252197275,588.92
ZINC000299818022,Q6TUJ5,5.99211311340332,1393.25
ZINC000299818021,Q6TUJ5,5.99211311340332,1393.25
ZINC000100735958,Q6TUJ5,5.99211311340332,1393.25
ZINC000299818020,Q6TUJ5,5.99211311340332,1393.25
ZINC000003973253,Q4QBL1,5.9922547340393075,901.79
ZINC000004096845,Q4QBL1,5.9922547340393075,901.79
ZINC000028826898,Q6TUJ5,5.992344379425049,21854.24
ZINC000043131420,O97193,5.992359638214111,29.52
ZINC000138332392,O97193,5.9924583435058585,18.71
ZINC000138332532,O97193,5.9924583435058585,18.71
ZINC000022060265,Q4QHJ8,5.9924750328063965,8962.06
ZINC000003982483,Q4QBL1,5.99250602722168,9363.99
ZINC000004097283,Q4QBL1,5.99250602722168,9363.99
ZINC000004245630,Q4QBL1,5.99250602722168,9363.99
ZINC000013470184,O97193,5.992509365081787,617.42
ZINC000017142058,Q27686,5.992550373077393,18185.99
ZINC000001552489,Q27686,5.992648601531982,1898.55
ZINC000000897002,Q4QBL1,5.992673873901367,98911.09
ZINC000000006588,Q4QBL1,5.992673873901367,98911.09
ZINC000150339868,P48499,5.992756843566895,17903.22
ZINC000003881556,O97193,5.99284553527832,32.19
ZINC000013507674,O97193,5.992913246154785,7199.85
ZINC000008655696,O15826,5.992945194244385,67.54
ZINC000100016396,Q4QBL1,5.993039608001709,13340.03
ZINC000100016393,Q4QBL1,5.993039608001709,13340.03
ZINC000001542895,O15826,5.9930992126464835,4657.04
ZINC000058591422,O97193,5.993174076080322,26.45
ZINC000150339587,O97193,5.993174076080322,26.45
ZINC000000056646,Q4QBL1,5.993240833282472,220.25
ZINC000000056645,Q4QBL1,5.993240833282472,220.25
ZINC000009212428,Q6TUJ5,5.9933128356933585,13275.6
ZINC000009212427,Q6TUJ5,5.9933128356933585,13275.6
ZINC000009212425,Q6TUJ5,5.9933128356933585,13275.6
ZINC000009212426,Q6TUJ5,5.9933128356933585,13275.6
ZINC000003833877,Q27686,5.993381023406982,34909.03
ZINC000031707000,Q4QBL1,5.993429660797119,529.72
ZINC000003956788,Q4QBL1,5.993503093719482,31755.72
ZINC000002516902,Q6TUJ5,5.993552684783936,214275.69
ZINC000001812123,Q4QBL1,5.993650913238525,9308.45
ZINC000001812122,Q4QBL1,5.993650913238525,9308.45
ZINC000000002303,Q6TUJ5,5.993772029876709,10253.66
ZINC000013545636,Q4QHJ8,5.993927001953125,60523.13
ZINC000013545634,Q4QHJ8,5.993927001953125,60523.13
ZINC000095921172,Q6TUJ5,5.993943691253662,49986.81
ZINC000000008768,Q27686,5.9941749572753915,1012.62
ZINC000003995781,Q27686,5.994178771972656,958.33
ZINC000084403367,Q4QHJ8,5.994288444519043,17.6
ZINC000100001908,Q4QHJ8,5.994288444519043,17.6
ZINC000084758638,Q4QHJ8,5.994337558746338,175.75
ZINC000003814007,Q6TUJ5,5.994426727294923,249244.87
ZINC000002243733,O97193,5.994534492492676,5066.71
ZINC000002509756,O97193,5.994534492492676,5066.71
ZINC000005958052,O97193,5.994534492492676,5066.71
ZINC000005958019,O97193,5.994534492492676,5066.71
ZINC000001536279,O97193,5.994584560394287,445.79
ZINC000000004594,Q4QHJ8,5.994654655456543,15197.27
ZINC000003781686,Q4QBL1,5.994713306427003,1303.79
ZINC000003791297,Q27686,5.994797706604004,41755.69
ZINC000012503119,Q27686,5.994797706604004,41755.69
ZINC000034638485,O97193,5.994832992553711,14.0
ZINC000014191207,O97193,5.994868755340576,509.89
ZINC000000896681,Q4QBL1,5.994919776916504,34329.65
ZINC000000000808,Q4QBL1,5.994919776916504,34329.65
ZINC000003916787,O97193,5.994933128356934,24.17
ZINC000002015994,Q6TUJ5,5.99497652053833,185.76
ZINC000000004503,Q6TUJ5,5.99497652053833,185.76
ZINC000000601270,Q4QHJ8,5.995070457458496,447.18
ZINC000049087983,Q6TUJ5,5.995259761810303,8522.88
ZINC000043206370,Q6TUJ5,5.995259761810303,8522.88
ZINC000257373136,Q4QHJ8,5.995290279388428,6122.75
ZINC000261527202,Q4QHJ8,5.995290279388428,6122.75
ZINC000169621228,Q4QHJ8,5.995290279388428,6122.75
ZINC000245190599,Q4QHJ8,5.995290279388428,6122.75
ZINC000685933138,Q4QHJ8,5.995290279388428,6122.75
ZINC000685933067,Q27686,5.995337963104247,2997.89
ZINC000000608085,Q27686,5.995491981506348,114616.22
ZINC000002015244,Q27686,5.995491981506348,114616.22
ZINC000008144601,O15826,5.995552062988281,293.79
ZINC000014210874,O97193,5.995707511901856,815.33
ZINC000014210872,O97193,5.995707511901856,815.33
ZINC000000600324,Q6TUJ5,5.9957146644592285,52033.93
ZINC000000598390,O97193,5.995799541473389,18.66
ZINC000001491487,O15826,5.995800495147705,2448.24
ZINC000001550786,Q6TUJ5,5.99585485458374,49855.7
ZINC000001611775,Q6TUJ5,5.995878219604492,2812.72
ZINC000005139136,O97193,5.995997905731201,14.89
ZINC000049089868,O97193,5.996001243591309,137.92
ZINC000012503102,P48499,5.996040344238281,3473.0
ZINC000003813047,Q4QHJ8,5.996041297912598,2264.74
ZINC000006358717,O15826,5.9960694313049325,75.86
ZINC000006357999,O15826,5.9960694313049325,75.86
ZINC000006358714,O15826,5.9960694313049325,75.86
ZINC000005923259,O15826,5.9960694313049325,75.86
ZINC000021981208,Q27686,5.996239185333253,118.96
ZINC000021981206,Q27686,5.996239185333253,118.96
ZINC000008214636,O15826,5.996243953704834,805.45
ZINC000000120286,O97193,5.996292591094972,6979.49
ZINC000095618647,Q4QHJ8,5.996490955352782,1610.53
ZINC000003830716,Q4QBL1,5.996792793273926,1413.45
ZINC000004475105,Q27686,5.996973514556885,46474.57
ZINC000002009020,Q4QBL1,5.99697732925415,42507.98
ZINC000003873371,P48499,5.99707555770874,94538.11
ZINC000000601250,P48499,5.99707555770874,94538.11
ZINC000085537142,O15826,5.997159481048584,60.34
ZINC000252673365,Q27686,5.997214317321777,4145.0
ZINC000000007697,Q4QHJ8,5.9972290992736825,1188.99
ZINC000261512594,Q6TUJ5,5.997241020202638,27.14
ZINC000030691406,Q27686,5.997243881225586,5435.81
ZINC000024811973,O15826,5.997394561767577,66.23
ZINC000001319234,O97193,5.997402667999268,1093.31
ZINC000002020519,O97193,5.997402667999268,1093.31
ZINC000003831404,O97193,5.997402667999268,1093.31
ZINC000000000688,O97193,5.997402667999268,1093.31
ZINC000003831405,O97193,5.997402667999268,1093.31
ZINC000005141311,O97193,5.997402667999268,1093.31
ZINC000009212424,O97193,5.997402667999268,1093.31
ZINC000003831403,O97193,5.997402667999268,1093.31
ZINC000022916765,O15826,5.997419357299805,90.81
ZINC000006010196,Q4QBL1,5.997481822967528,145.76
ZINC000003778874,O97193,5.997496604919434,326.82
ZINC000034051848,Q4QHJ8,5.997507095336914,24947.12
ZINC000043195311,Q4QBL1,5.997690677642822,15012.59
ZINC000043195312,Q4QBL1,5.997690677642822,15012.59
ZINC000001542393,O97193,5.997865200042725,1186.65
ZINC000001530866,O97193,5.997865200042725,1186.65
ZINC000169292272,Q6TUJ5,5.997866153717041,2646.98
ZINC000169292271,Q6TUJ5,5.997866153717041,2646.98
ZINC000003827162,Q6TUJ5,5.997881412506104,169.59
ZINC000014210872,Q6TUJ5,5.997882843017577,7104.26
ZINC000014210874,Q6TUJ5,5.997882843017577,7104.26
ZINC000001278767,O97193,5.997957229614258,62.57
ZINC000003882444,O97193,5.997957229614258,62.57
ZINC000000537908,O15826,5.998080253601074,3026.44
ZINC000003939598,O15826,5.998289585113525,366.16
ZINC000100054755,P48499,5.998339653015138,2510.71
ZINC000100054746,P48499,5.998339653015138,2510.71
ZINC000095618817,P48499,5.998339653015138,2510.71
ZINC000100054749,P48499,5.998339653015138,2510.71
ZINC000013891844,Q27686,5.998536109924316,1858.04
ZINC000027100987,Q27686,5.998536109924316,1858.04
ZINC000003940873,O15826,5.998542308807372,72.03
ZINC000000607309,Q27686,5.998596668243407,76796.88
ZINC000005517457,O97193,5.998648166656494,344.3
ZINC000005650422,O97193,5.9986572265625,94119.07
ZINC000003818809,Q27686,5.998741626739503,1170.23
ZINC000100006429,P48499,5.998794078826903,8289.31
ZINC000000538351,P48499,5.998889923095702,11312.06
ZINC000000001281,Q4QBL1,5.998902797698975,105.95
ZINC000053682936,Q6TUJ5,5.9990172386169425,1174.57
ZINC000000601229,Q27686,5.999046802520753,20.42
ZINC000000897240,Q27686,5.999046802520753,20.42
ZINC000035653007,Q6TUJ5,5.999247074127197,2109.33
ZINC000035653009,Q6TUJ5,5.999247074127197,2109.33
ZINC000085994848,O15826,5.999270439147949,25.47
ZINC000000003897,Q4QBL1,5.999386310577393,11.34
ZINC000000049142,Q27686,5.999436855316162,22150.17
ZINC000003782486,O97193,5.999443054199219,6.95
ZINC000003802417,Q27686,5.999699115753174,1941.72
ZINC000113632072,Q6TUJ5,5.999755382537843,129118.83
ZINC000113632074,Q6TUJ5,5.999755382537843,129118.83
ZINC000113632070,Q6TUJ5,5.999755382537843,129118.83
ZINC000113632069,Q6TUJ5,5.999755382537843,129118.83
ZINC000003828536,P48499,5.999778747558594,87.29
ZINC000034093119,Q4QHJ8,5.99981164932251,5543.77
ZINC000013983450,Q4QHJ8,5.99981164932251,5543.77
ZINC000013983447,Q4QHJ8,5.99981164932251,5543.77
ZINC000068045176,Q4QHJ8,5.99981164932251,5543.77
ZINC000005759845,Q4QHJ8,5.99981164932251,5543.77
ZINC000005760071,Q4QHJ8,5.99981164932251,5543.77
ZINC000004217587,Q4QHJ8,5.999870300292969,306033.71
ZINC000101178759,Q27686,5.99990701675415,151.02
ZINC000003965108,P48499,5.999984264373778,8184.17
ZINC000021981272,P48499,6.000040531158447,15018.59
ZINC000021981274,P48499,6.000040531158447,15018.59
ZINC000003953156,Q4QHJ8,6.00023889541626,44.53
ZINC000068268153,P48499,6.000361919403076,16.21
ZINC000036379005,Q6TUJ5,6.0003838539123535,260311.29
ZINC000084758479,Q27686,6.000394821166992,3409.64
ZINC000003921098,O15826,6.000476837158202,521.85
ZINC000034092806,O97193,6.000518798828125,4791.43
ZINC000003812136,P48499,6.000535011291504,1945.58
ZINC000013652236,Q6TUJ5,6.0006256103515625,51096.5
ZINC000026180140,Q6TUJ5,6.0006256103515625,51096.5
ZINC000011687637,Q4QHJ8,6.000734329223633,11680.55
ZINC000005425356,Q4QHJ8,6.000734329223633,11680.55
ZINC000003644426,P48499,6.000734806060791,7005.82
ZINC000003644425,P48499,6.000734806060791,7005.82
ZINC000003775351,Q6TUJ5,6.000794410705566,285.9
ZINC000000596677,Q6TUJ5,6.000794410705566,285.9
ZINC000095618714,O97193,6.000794887542725,2778.36
ZINC000095618715,O97193,6.000794887542725,2778.36
ZINC000000004265,Q4QHJ8,6.0008544921875,985.64
ZINC000003795847,Q4QHJ8,6.0008544921875,985.64
ZINC000040391207,O97193,6.001175880432129,5122.92
ZINC000085551898,O97193,6.001235961914063,5547.74
ZINC000004654795,O15826,6.001274585723878,849.24
ZINC000003781682,O15826,6.001274585723878,849.24
ZINC000087529312,P48499,6.001339435577393,367.57
ZINC000012501270,O15826,6.0013933181762695,959.55
ZINC000410428668,O15826,6.001393795013428,959.55
ZINC000253695036,O15826,6.001393795013428,959.55
ZINC000003881613,Q27686,6.001487731933594,15981.43
ZINC000019796080,Q4QHJ8,6.001530647277832,21287.14
ZINC000022061237,Q6TUJ5,6.001534461975098,799844.57
ZINC000043130908,Q27686,6.0015621185302725,17652.38
ZINC000072317703,O97193,6.0015950202941895,5.12
ZINC000095618574,Q27686,6.001620292663574,51.91
ZINC000095618575,Q27686,6.001620292663574,51.91
ZINC000100053597,Q27686,6.001620292663574,51.91
ZINC000261494682,Q27686,6.001620292663574,51.91
ZINC000261494680,Q27686,6.001620292663574,51.91
ZINC000261494679,Q27686,6.001620292663574,51.91
ZINC000261494681,Q27686,6.001620292663574,51.91
ZINC000100053593,Q27686,6.001620292663574,51.91
ZINC000004215257,Q27686,6.001645565032959,1367.35
ZINC000014768469,Q27686,6.001645565032959,1367.35
ZINC000001717860,O97193,6.001697540283202,25864.21
ZINC000000967917,Q4QHJ8,6.001713275909424,68257.27
ZINC000000000652,Q4QHJ8,6.001713275909424,68257.27
ZINC000006920384,Q27686,6.001716136932372,18432.23
ZINC000000601879,O97193,6.001781463623048,937.3
ZINC000000056651,Q4QHJ8,6.0018372535705575,5077.63
ZINC000000004227,Q4QHJ8,6.0018372535705575,5077.63
ZINC000002570857,Q4QHJ8,6.001856327056885,64911.22
ZINC000000000305,Q27686,6.001861095428468,486.03
ZINC000001846476,Q27686,6.001861095428468,486.03
ZINC000040164440,P48499,6.0019378662109375,1598.71
ZINC000261494700,P48499,6.0019378662109375,1598.71
ZINC000040164442,P48499,6.0019378662109375,1598.71
ZINC000096031078,P48499,6.0019378662109375,1598.71
ZINC000031460450,P48499,6.0019378662109375,1598.71
ZINC000011726774,Q4QHJ8,6.001938343048097,155813.13
ZINC000011726773,Q4QHJ8,6.001938343048097,155813.13
ZINC000001817747,Q4QHJ8,6.002026557922362,6896.93
ZINC000001817748,Q4QHJ8,6.002026557922362,6896.93
ZINC000000967932,Q4QBL1,6.002110481262207,2320.4
ZINC000000967933,Q4QBL1,6.002110481262207,2320.4
ZINC000000000257,Q4QHJ8,6.002118110656737,15539.63
ZINC000000896523,Q4QHJ8,6.002118110656737,15539.63
ZINC000000002276,O15826,6.002122402191162,1.85
ZINC000000000106,O15826,6.002122402191162,1.85
ZINC000002575722,O15826,6.002199172973633,920.82
ZINC000005651370,O15826,6.002199172973633,920.82
ZINC000005651045,O15826,6.002199172973633,920.82
ZINC000005651368,O15826,6.002199172973633,920.82
ZINC000000003857,O97193,6.002210140228272,10.09
ZINC000003780631,O97193,6.002210140228272,10.09
ZINC000038467831,O97193,6.002314567565918,1016.12
ZINC000008655374,Q27686,6.002382278442383,15349.94
ZINC000003913937,Q6TUJ5,6.00242805480957,2087.71
ZINC000136949727,Q4QBL1,6.002444267272949,203.26
ZINC000000009342,O97193,6.002531051635742,573.42
ZINC000002525885,O97193,6.002531051635742,573.42
ZINC000257497903,Q6TUJ5,6.00267219543457,12476.74
ZINC000257497902,Q6TUJ5,6.00267219543457,12476.74
ZINC000014300055,Q6TUJ5,6.00267219543457,12476.74
ZINC000014300053,Q6TUJ5,6.00267219543457,12476.74
ZINC000003780631,O15826,6.002814769744872,8.48
ZINC000000003857,O15826,6.002814769744872,8.48
ZINC000005138988,Q4QHJ8,6.002815246582031,80446.13
ZINC000001552633,Q4QHJ8,6.002815246582031,80446.13
ZINC000038601097,Q4QBL1,6.00289249420166,10423.11
ZINC000038602050,Q27686,6.002939701080322,1062.03
ZINC000095618789,Q27686,6.002939701080322,1062.03
ZINC000005967031,Q27686,6.002939701080322,1062.03
ZINC000005967015,Q27686,6.002939701080322,1062.03
ZINC000070466461,P48499,6.002991676330566,8283.95
ZINC000095616590,O15826,6.003096580505371,1830.82
ZINC000003787060,O15826,6.003104209899902,1.5
ZINC000003831042,Q6TUJ5,6.003138542175293,380674.9
ZINC000003831041,Q6TUJ5,6.003138542175293,380674.9
ZINC000003954487,Q6TUJ5,6.003138542175293,380674.9
ZINC000000896650,Q6TUJ5,6.003138542175293,380674.9
ZINC000000538362,O97193,6.003142833709718,17.99
ZINC000003812983,Q4QHJ8,6.003398418426514,801.83
ZINC000000004901,O15826,6.003451824188232,51.36
ZINC000003800982,Q27686,6.003462791442871,11067.19
ZINC000022059617,Q27686,6.0035014152526855,11342.93
ZINC000000538272,Q6TUJ5,6.003687381744385,121622.55
ZINC000096903803,O15826,6.003774642944336,254.89
ZINC000013755555,Q4QHJ8,6.003966331481934,2905.47
ZINC000003860468,Q4QHJ8,6.004043102264403,27045.29
ZINC000003860469,Q4QHJ8,6.004043102264403,27045.29
ZINC000000002269,Q4QHJ8,6.004050254821777,541.96
ZINC000000000102,Q4QHJ8,6.004050254821777,541.96
ZINC000019364219,Q4QBL1,6.0041160583496085,39864.81
ZINC000019364221,Q4QBL1,6.0041160583496085,39864.81
ZINC000006411960,Q4QBL1,6.0041160583496085,39864.81
ZINC000072266314,Q4QBL1,6.004116535186768,1584.87
ZINC000077312651,Q4QHJ8,6.0042481422424325,56141.78
ZINC000009060429,Q6TUJ5,6.004249095916747,93786.7
ZINC000003791775,Q6TUJ5,6.004249095916747,93786.7
ZINC000000538337,O15826,6.0043110847473145,259.36
ZINC000002017274,O97193,6.00432014465332,7629.44
ZINC000000000802,O97193,6.00432014465332,7629.44
ZINC000022055590,O15826,6.004320621490479,46.01
ZINC000116796247,O15826,6.004363536834718,5901.53
ZINC000003781623,Q27686,6.0044355392456055,454.02
ZINC000000000432,O97193,6.004477500915527,4164.43
ZINC000002040287,O97193,6.004477500915527,4164.43
ZINC000000057480,Q6TUJ5,6.004504203796388,127191.43
ZINC000003798399,Q27686,6.0045127868652335,159.73
ZINC000005996942,Q27686,6.0045127868652335,159.73
ZINC000002020110,Q27686,6.0045714378356925,199779.29
ZINC000002008393,Q6TUJ5,6.004676818847656,8611.38
ZINC000002008391,Q6TUJ5,6.004676818847656,8611.38
ZINC000002008394,Q6TUJ5,6.004676818847656,8611.38
ZINC000002008392,Q6TUJ5,6.004676818847656,8611.38
ZINC000002008391,P48499,6.004677295684815,4859.75
ZINC000002008393,P48499,6.004677295684815,4859.75
ZINC000002008394,P48499,6.004677295684815,4859.75
ZINC000002008392,P48499,6.004677295684815,4859.75
ZINC000003823565,Q6TUJ5,6.004709243774414,40837.86
ZINC000000131412,P48499,6.004773616790772,15831.93
ZINC000000131414,P48499,6.004773616790772,15831.93
ZINC000095618877,O15826,6.004862308502197,269.19
ZINC000100036536,Q4QHJ8,6.005035400390625,4691.53
ZINC000003813087,Q4QHJ8,6.005319595336914,9951.89
ZINC000003831024,Q4QHJ8,6.005319595336914,9951.89
ZINC000002161992,O97193,6.005322456359862,795.76
ZINC000000004009,P48499,6.005338668823242,76811.8
ZINC000068203220,O97193,6.00540018081665,20.88
ZINC000055161376,O97193,6.005416393280028,95.4
ZINC000033558687,P48499,6.005520820617676,14851.7
ZINC000095618746,O15826,6.005526065826416,224.63
ZINC000095618745,O15826,6.005526065826416,224.63
ZINC000001538900,Q4QBL1,6.005558490753174,91139.23
ZINC000003943586,O97193,6.0055599212646475,153.02
ZINC000034012006,O15826,6.00562047958374,210.64
ZINC000003918583,Q27686,6.0056471824646,61.92
ZINC000003919685,O97193,6.005719184875487,707.88
ZINC000003824390,Q4QHJ8,6.005744934082031,62830.09
ZINC000004538773,Q4QHJ8,6.005746364593506,11896.49
ZINC000000602091,Q6TUJ5,6.005767822265625,202.68
ZINC000037866091,O97193,6.005903720855713,2.06
ZINC000095618834,Q4QHJ8,6.005978107452393,139.21
ZINC000000602486,O97193,6.006130695343018,319.55
ZINC000000896740,O15826,6.0062522888183585,45.79
ZINC000000607971,O15826,6.0062522888183585,45.79
ZINC000019796039,O15826,6.006303310394287,306.67
ZINC000019796041,O15826,6.006303310394287,306.67
ZINC000000897240,Q4QBL1,6.006308555603027,15.63
ZINC000000601229,Q4QBL1,6.006308555603027,15.63
ZINC000003812915,Q27686,6.006346702575684,52960.18
ZINC000003870325,Q27686,6.006346702575684,52960.18
ZINC000005996324,P48499,6.006455421447754,42686.64
ZINC000005996320,P48499,6.006455421447754,42686.64
ZINC000003875871,Q4QBL1,6.006557941436768,2298.45
ZINC000003875872,Q4QBL1,6.006557941436768,2298.45
ZINC000034603729,O97193,6.006592273712157,251.92
ZINC000003816514,Q6TUJ5,6.006636142730713,4208.48
ZINC000003873163,Q27686,6.0066795349121085,3564.28
ZINC000001383151,P48499,6.006752967834473,5843.85
ZINC000140358266,P48499,6.0068092346191415,792.29
ZINC000003775419,O15826,6.006814002990723,133.16
ZINC000013883299,O15826,6.006814002990723,133.16
ZINC000013883297,O15826,6.006814002990723,133.16
ZINC000013883298,O15826,6.006814002990723,133.16
ZINC000001481819,Q4QBL1,6.0068602561950675,195689.84
ZINC000003922156,Q27686,6.006972789764403,11747.9
ZINC000001433338,P48499,6.007079124450684,29483.61
ZINC000004245665,P48499,6.007166862487793,983.76
ZINC000006068955,Q4QBL1,6.007386684417725,9740.08
ZINC000003839978,O15826,6.0074872970581055,1210.67
ZINC000000002303,Q4QHJ8,6.007509708404541,1067.35
ZINC000162379659,O15826,6.00774621963501,235.21
ZINC000028467879,O97193,6.007790565490723,221.44
ZINC000003875992,Q27686,6.0077972412109375,428.69
ZINC000003830706,Q27686,6.007986545562744,222004.31
ZINC000003941698,Q27686,6.00804615020752,53648.43
ZINC000003916787,P48499,6.008086204528809,574.83
ZINC000011679877,O97193,6.008099555969237,738.43
ZINC000000004982,O97193,6.008163928985597,2629.83
ZINC000002000919,O97193,6.008163928985597,2629.83
ZINC000003882891,O97193,6.0082106590271,30.89
ZINC000004097451,O97193,6.008394718170166,34.91
ZINC000003830683,O97193,6.008394718170166,34.91
ZINC000008214535,P48499,6.008410930633545,25260.09
ZINC000035279789,Q27686,6.008476734161378,30.77
ZINC000000601250,O15826,6.008565902709961,5311.47
ZINC000003873371,O15826,6.008565902709961,5311.47
ZINC000027080761,Q27686,6.008608818054199,5186.23
ZINC000005159538,O97193,6.008747100830077,696.28
ZINC000000004507,O15826,6.008753299713135,51.23
ZINC000100054359,Q4QHJ8,6.008801460266112,11064.2
ZINC000100054361,Q4QHJ8,6.008801460266112,11064.2
ZINC000100054353,Q4QHJ8,6.008801460266112,11064.2
ZINC000095618738,Q4QHJ8,6.008801460266112,11064.2
ZINC000100390602,Q4QHJ8,6.008801460266112,11064.2
ZINC000100054365,Q4QHJ8,6.008801460266112,11064.2
ZINC000003977787,Q4QHJ8,6.008826732635497,914.62
ZINC000003977786,Q4QHJ8,6.008826732635497,914.62
ZINC000003875376,P48499,6.0088863372802725,64496.26
ZINC000029558088,Q4QBL1,6.008937358856201,11758.98
ZINC000040423537,Q27686,6.0092549324035645,375880.16
ZINC000021298097,O97193,6.009355068206787,3189.6
ZINC000034853956,P48499,6.009418964385986,784.56
ZINC000100004227,Q6TUJ5,6.0094661712646475,5832.47
ZINC000003781393,O97193,6.009549140930176,26.51
ZINC000254442039,O15826,6.00963830947876,571.25
ZINC000254442034,O15826,6.00963830947876,571.25
ZINC000036372460,O15826,6.00963830947876,571.25
ZINC000013719688,O15826,6.00963830947876,571.25
ZINC000003777806,O15826,6.009796619415282,25.89
ZINC000072190105,Q6TUJ5,6.009921073913574,10948.43
ZINC000067665351,O15826,6.00994873046875,139.75
ZINC000150338699,O97193,6.009976863861084,4.21
ZINC000019796041,Q6TUJ5,6.00999641418457,11318.62
ZINC000019796039,Q6TUJ5,6.00999641418457,11318.62
ZINC000000034157,Q4QBL1,6.010018348693848,43247.46
ZINC000100015190,Q4QHJ8,6.0101728439331055,9050.73
ZINC000100015192,Q4QHJ8,6.0101728439331055,9050.73
ZINC000034892269,O15826,6.010201454162598,51.77
ZINC000000003981,Q4QBL1,6.010265350341798,134.61
ZINC000000007697,Q27686,6.010429382324219,1637.37
ZINC000000057261,Q6TUJ5,6.010445594787598,894.32
ZINC000000057262,Q6TUJ5,6.010445594787598,894.32
ZINC000255983170,Q27686,6.010554313659668,1615.23
ZINC000012503208,Q27686,6.010554313659668,1615.23
ZINC000012503203,Q27686,6.010554313659668,1615.23
ZINC000028631694,Q27686,6.010554313659668,1615.23
ZINC000000002131,Q4QBL1,6.010641574859619,73.83
ZINC000001091444,Q4QBL1,6.010679721832275,957.2
ZINC000000896749,Q4QBL1,6.010679721832275,957.2
ZINC000021981353,Q4QBL1,6.010679721832275,957.2
ZINC000001035331,Q4QBL1,6.010679721832275,957.2
ZINC000006603353,Q4QBL1,6.010679721832275,957.2
ZINC000003950132,Q6TUJ5,6.010733127593994,1547.4
ZINC000003799010,P48499,6.010835647583008,3126.25
ZINC000000000669,Q6TUJ5,6.010878562927246,43006.06
ZINC000000896849,Q6TUJ5,6.010878562927246,43006.06
ZINC000002034516,O97193,6.010955810546875,20109.44
ZINC000014128370,O15826,6.0109806060791025,10237.42
ZINC000003831594,Q27686,6.0110130310058585,471.07
ZINC000003831595,Q27686,6.0110130310058585,471.07
ZINC000000056555,Q4QHJ8,6.0111823081970215,9921.16
ZINC000000600360,O15826,6.01123046875,88.86
ZINC000001849759,Q27686,6.011255741119385,683.92
ZINC000001488080,O97193,6.011277675628662,170.38
ZINC000013675264,O97193,6.011277675628662,170.38
ZINC000003818355,Q6TUJ5,6.0113282203674325,157.39
ZINC000000121541,Q4QBL1,6.011359691619872,21823.38
ZINC000000537822,Q4QBL1,6.011399745941162,1380.81
ZINC000029489118,Q27686,6.011519432067871,30785.36
ZINC000028643021,Q27686,6.011519432067871,30785.36
ZINC000004026419,O97193,6.011595726013184,19.97
ZINC000000538120,O15826,6.011626720428468,32.02
ZINC000034630885,O97193,6.011722087860107,2059.63
ZINC000003831174,Q4QBL1,6.0117859840393075,9695.92
ZINC000003831171,Q4QBL1,6.0117859840393075,9695.92
ZINC000003831172,Q4QBL1,6.0117859840393075,9695.92
ZINC000003831173,Q4QBL1,6.0117859840393075,9695.92
ZINC000001893031,O15826,6.011837482452393,713.78
ZINC000008214632,O15826,6.011850833892822,927.76
ZINC000000602486,Q27686,6.011886119842528,9901.07
ZINC000001842757,O15826,6.011891841888428,4638.6
ZINC000003938704,Q6TUJ5,6.011965274810791,5732.58
ZINC000003918087,Q6TUJ5,6.011965274810791,5732.58
ZINC000003842872,Q6TUJ5,6.011984348297119,963.37
ZINC000003821234,P48499,6.012014389038086,467.05
ZINC000013896714,Q6TUJ5,6.012043952941895,1003.08
ZINC000013896708,Q6TUJ5,6.012043952941895,1003.08
ZINC000003929610,Q6TUJ5,6.012043952941895,1003.08
ZINC000013896711,Q6TUJ5,6.012043952941895,1003.08
ZINC000000001484,O15826,6.0120506286621085,822.23
ZINC000003826463,Q4QHJ8,6.012156009674072,1535.75
ZINC000003783524,O97193,6.012223243713379,22.73
ZINC000011687637,Q4QBL1,6.01223087310791,10576.78
ZINC000005425356,Q4QBL1,6.01223087310791,10576.78
ZINC000004245665,Q6TUJ5,6.0123066902160645,898.29
ZINC000000006694,Q4QHJ8,6.01232385635376,408.81
ZINC000003814379,Q6TUJ5,6.012378215789795,284.23
ZINC000001545074,Q6TUJ5,6.012425422668457,92877.66
ZINC000004626670,Q6TUJ5,6.012425422668457,92877.66
ZINC000004626669,Q6TUJ5,6.012425422668457,92877.66
ZINC000008463351,Q6TUJ5,6.012425422668457,92877.66
ZINC000100036834,O15826,6.012436866760254,27.83
ZINC000100036823,O15826,6.012436866760254,27.83
ZINC000013454202,O15826,6.012436866760254,27.83
ZINC000100037087,P48499,6.012586116790772,14724.64
ZINC000085834535,O15826,6.0126118659973145,95.41
ZINC000031415993,Q6TUJ5,6.012763500213622,259.01
ZINC000031415997,Q6TUJ5,6.012763500213622,259.01
ZINC000031416005,Q6TUJ5,6.012763500213622,259.01
ZINC000031416001,Q6TUJ5,6.012763500213622,259.01
ZINC000095617666,O97193,6.012814521789551,1383.6
