drug,prot,score
ZINC000001545856,Q4QBL1,2648.32
ZINC000001532934,Q27686,2648.41
ZINC000003812136,Q6TUJ5,2648.68
ZINC000005513434,Q27686,2649.35
ZINC000003800475,Q27686,2649.35
ZINC000003946366,Q6TUJ5,264996.67
ZINC000055161806,O97193,265.09
ZINC000114456300,O97193,265.12
ZINC000043206677,P48499,265.31
ZINC000004836283,Q4QHJ8,265.32
ZINC000003807804,O97193,265.33
ZINC000000056643,O97193,265.4
ZINC000004097468,Q4QBL1,265.41
ZINC000031425360,Q4QBL1,265.48
ZINC000031425358,Q4QBL1,265.48
ZINC000031425359,Q4QBL1,265.48
ZINC000031425361,Q4QBL1,265.48
ZINC000013831819,O97193,265.52
ZINC000003938750,Q4QBL1,265.57
ZINC000049888572,O97193,265.74
ZINC000004474613,O97193,265.79
ZINC000012503237,O15826,265.82
ZINC000005004658,O15826,265.82
ZINC000012503240,O15826,265.82
ZINC000004102315,O15826,265.82
ZINC000004791927,Q4QHJ8,265.84
ZINC000019796080,O15826,265.86
ZINC000143116580,Q4QBL1,265.92
ZINC000001488870,Q4QHJ8,265.93
ZINC000095681438,O15826,2650.55
ZINC000253497435,O15826,2650.55
ZINC000253497434,O15826,2650.55
ZINC000253497436,O15826,2650.55
ZINC000004097404,O15826,2650.55
ZINC000004097383,O15826,2650.55
ZINC000000014864,Q4QBL1,2650.72
ZINC000002986592,O97193,2650.95
ZINC000256167027,Q27686,26500.5
ZINC000006030359,Q4QHJ8,26507.51
ZINC000095618769,Q4QHJ8,26507.51
ZINC000001530975,Q6TUJ5,265096.05
ZINC000017311164,Q27686,2651.04
ZINC000004099011,O97193,2651.16
ZINC000000057401,P48499,2651.37
ZINC000001530635,P48499,26510.57
ZINC000040164488,Q27686,26511.76
ZINC000034096097,P48499,265150.49
ZINC000034096099,P48499,265150.49
ZINC000000000589,P48499,265150.49
ZINC000006037092,P48499,265150.49
ZINC000003653374,P48499,26520.17
ZINC000008214644,Q6TUJ5,26525.01
ZINC000001656327,P48499,265254.73
ZINC000004748451,P48499,265254.73
ZINC000150339966,Q6TUJ5,2653.35
ZINC000004095703,Q27686,2653.37
ZINC000056898743,P48499,2653.54
ZINC000252670601,P48499,2653.82
ZINC000000643070,Q27686,2654.68
ZINC000000607861,Q27686,2654.68
ZINC000003938642,O15826,2654.7
ZINC000169736889,Q4QHJ8,26542.46
ZINC000000394355,Q27686,265443.52
ZINC000000000615,Q27686,265443.52
ZINC000000004193,O97193,2655.96
ZINC000043201100,Q27686,2656.35
ZINC000013744635,Q27686,2656.69
ZINC000013744633,Q27686,2656.69
ZINC000000057734,Q27686,265682.32
ZINC000008099545,Q4QBL1,26569.54
ZINC000084759273,Q6TUJ5,2657.02
ZINC000100015486,O15826,2657.12
ZINC000001532377,O15826,2657.13
ZINC000068106125,P48499,26571.82
ZINC000004726476,Q4QBL1,265794.65
ZINC000115410532,Q27686,2658.41
ZINC000085537011,Q6TUJ5,26587.61
ZINC000005114517,P48499,2659.0
ZINC000000901039,Q4QHJ8,2659119.96
ZINC000000004932,Q4QHJ8,265955.79
ZINC000013588928,O15826,266.0
ZINC000065743123,O15826,266.0
ZINC000098208444,Q6TUJ5,266.0
ZINC000065743122,O15826,266.0
ZINC000013556853,O15826,266.0
ZINC000000002041,O15826,266.01
ZINC000085552177,Q27686,266.08
ZINC000085537026,Q27686,266.08
ZINC000095628210,Q27686,266.08
ZINC000003927822,Q4QBL1,266.31
ZINC000095618592,O15826,266.33
ZINC000095618593,O15826,266.33
ZINC000261494565,O15826,266.33
ZINC000100053696,O15826,266.33
ZINC000100053693,O15826,266.33
ZINC000261494564,O15826,266.33
ZINC000004217560,O97193,266.46
ZINC000031623149,O97193,266.56
ZINC000003861755,O15826,266.78
ZINC000169621210,Q4QHJ8,266.86
ZINC000169621209,Q4QHJ8,266.86
ZINC000004474613,Q6TUJ5,2660.22
ZINC000001536591,Q4QBL1,26601.98
ZINC000013671721,Q27686,26602.65
ZINC000014232998,P48499,2661.54
ZINC000049799668,Q4QBL1,2662.67
ZINC000003830865,O97193,2662.91
ZINC000003830866,O97193,2662.91
ZINC000000276765,O97193,2663.57
ZINC000150339868,Q27686,26631.99
ZINC000001530728,Q27686,26635.64
ZINC000018167382,Q6TUJ5,266351.76
ZINC000072190157,Q6TUJ5,2664.1
ZINC000003811780,Q27686,2665.05
ZINC000095803251,Q4QBL1,2665.31
ZINC000003813042,P48499,2665.64
ZINC000410428639,P48499,26664.23
ZINC000001531790,P48499,26665.9
ZINC000003952216,Q4QHJ8,26668.86
ZINC000000066064,Q27686,266691.65
ZINC000000508068,O97193,2667.01
ZINC000000000607,O97193,2667.01
ZINC000049888891,Q6TUJ5,2667.06
ZINC000095617635,Q6TUJ5,2667.52
ZINC000095617636,Q6TUJ5,2667.52
ZINC000003935423,Q4QBL1,2667.64
ZINC000026501186,Q6TUJ5,2667.81
ZINC000003975517,Q4QBL1,2667.98
ZINC000003788703,Q6TUJ5,26670.61
ZINC000033650255,O97193,2668.37
ZINC000033650254,O97193,2668.37
ZINC000040165266,P48499,26682.21
ZINC000040165263,P48499,26682.21
ZINC000040165264,P48499,26682.21
ZINC000040165265,P48499,26682.21
ZINC000008234384,P48499,26682.21
ZINC000000000859,Q6TUJ5,26687.14
ZINC000000403053,Q6TUJ5,26687.14
ZINC000003830569,Q27686,26691.82
ZINC000002021931,P48499,266956.63
ZINC000000597556,P48499,266956.63
ZINC000034374629,Q6TUJ5,26698.57
ZINC000253780597,Q6TUJ5,26698.57
ZINC000000602050,Q6TUJ5,267.04
ZINC000006780651,O97193,267.12
ZINC000039959796,O15826,267.12
ZINC000003806113,Q4QHJ8,267.2
ZINC000146363174,Q4QBL1,267.23
ZINC000000968327,O97193,267.48
ZINC000000968326,O97193,267.48
ZINC000003955219,Q4QHJ8,267.57
ZINC000030691732,Q4QBL1,267.66
ZINC000003860869,O15826,267.73
ZINC000022057192,O97193,267.83
ZINC000005140934,Q4QHJ8,2670.97
ZINC000000020245,P48499,2671.18
ZINC000038428932,P48499,2671.51
ZINC000077024226,Q4QBL1,26710.35
ZINC000038269036,Q27686,26715.28
ZINC000000000741,Q6TUJ5,26718.04
ZINC000000403033,Q6TUJ5,26718.04
ZINC000095618710,O97193,2672.36
ZINC000095618711,O97193,2672.36
ZINC000008674155,Q4QHJ8,2672.53
ZINC000002516268,Q4QHJ8,2672.53
ZINC000100016396,Q27686,26723.35
ZINC000100016393,Q27686,26723.35
ZINC000003831352,P48499,2673.44
ZINC000003781664,P48499,2673.44
ZINC000100005073,Q6TUJ5,2673.53
ZINC000034842512,P48499,2673.57
ZINC000012358775,O97193,26733.82
ZINC000004334664,Q4QHJ8,26734.94
ZINC000011689410,Q27686,26739.02
ZINC000000006333,Q27686,26739.02
ZINC000001690603,O97193,2674.55
ZINC000003871880,Q27686,2674.83
ZINC000003978033,Q27686,2674.83
ZINC000001078624,Q27686,26740.63
ZINC000043100953,P48499,26747.45
ZINC000000004247,O15826,2675.15
ZINC000000900608,O15826,2675.15
ZINC000095618661,P48499,26751.38
ZINC000261494562,P48499,26751.38
ZINC000100054093,P48499,26751.38
ZINC000100054096,P48499,26751.38
ZINC000261494563,P48499,26751.38
ZINC000095618660,P48499,26751.38
ZINC000003816510,Q27686,2676.05
ZINC000002528509,Q4QBL1,2676.33
ZINC000002526388,Q4QBL1,2676.33
ZINC000004474405,Q4QHJ8,2677.14
ZINC000001530968,Q4QHJ8,26774.3
ZINC000035855168,Q6TUJ5,267740.38
ZINC000040423537,Q4QBL1,267750.37
ZINC000001544157,O15826,2678.67
ZINC000049769733,P48499,26786.65
ZINC000000004091,P48499,267883.28
ZINC000004847333,P48499,2679.7
ZINC000003776874,Q27686,26796.71
ZINC000035826342,Q6TUJ5,26796.77
ZINC000000600554,Q6TUJ5,26799.77
ZINC000261494652,Q27686,268.06
ZINC000261494651,Q27686,268.06
ZINC000261494653,Q27686,268.06
ZINC000034884331,Q27686,268.06
ZINC000261494650,Q27686,268.06
ZINC000003876078,Q4QBL1,268.07
ZINC000004213363,Q27686,268.09
ZINC000066322943,O15826,268.21
ZINC000066322939,O15826,268.21
ZINC000002020188,Q4QHJ8,268.23
ZINC000002020189,Q4QHJ8,268.23
ZINC000052509437,O15826,268.31
ZINC000003875355,Q4QHJ8,268.31
ZINC000000057421,O15826,268.53
ZINC000043195312,O97193,268.56
ZINC000043195311,O97193,268.56
ZINC000001482039,O15826,268.62
ZINC000000402766,O97193,268.66
ZINC000000001217,O97193,268.66
ZINC000003831120,O97193,268.68
ZINC000238730507,Q4QHJ8,268.8
ZINC000238730506,Q4QHJ8,268.8
ZINC000103591702,Q4QHJ8,268.8
ZINC000238730505,Q4QHJ8,268.8
ZINC000095618628,Q4QBL1,268.81
ZINC000095618627,Q4QBL1,268.81
ZINC000043195316,O97193,268.95
ZINC000000000922,O15826,2680.09
ZINC000004632133,Q27686,2680.58
ZINC000256001573,Q4QBL1,268007.73
ZINC000085550135,P48499,26802.13
ZINC000000526257,P48499,26803.3
ZINC000068250421,Q4QBL1,2681.73
ZINC000059817101,P48499,2681.76
ZINC000059817095,P48499,2681.76
ZINC000001909090,P48499,26816.11
ZINC000038336973,P48499,26818.32
ZINC000095803251,Q4QHJ8,2682.07
ZINC000002016627,O15826,2682.1
ZINC000001893031,Q4QHJ8,2682.72
ZINC000000402909,Q6TUJ5,26821.53
ZINC000000000301,Q6TUJ5,26821.53
ZINC000002516268,Q27686,2683.23
ZINC000008674155,Q27686,2683.23
ZINC000136094497,O97193,2683.27
ZINC000000593414,Q27686,2683.49
ZINC000022060292,O15826,2683.83
ZINC000137524101,O97193,2683.83
ZINC000022060295,O15826,2683.83
ZINC000014658068,P48499,268306.86
ZINC000000020255,Q4QHJ8,26835.67
ZINC000000125025,Q4QHJ8,26835.67
ZINC000003775973,P48499,26836.4
ZINC000000331902,Q27686,268364.61
ZINC000000409879,Q27686,268371.98
ZINC000095618771,Q4QBL1,2684.67
ZINC000095618770,Q4QBL1,2684.67
ZINC000261494557,Q4QBL1,2684.67
ZINC000261494558,Q4QBL1,2684.67
ZINC000261494556,Q4QBL1,2684.67
ZINC000261494555,Q4QBL1,2684.67
ZINC000003079336,Q4QHJ8,26840.06
ZINC000000003711,Q27686,2685.27
ZINC000000087000,Q27686,2685.27
ZINC000100018451,Q4QBL1,2685.36
ZINC000100001964,Q27686,2685.85
ZINC000100001965,Q27686,2685.85
ZINC000003827556,Q6TUJ5,26853.73
ZINC000001532560,O97193,26856.5
ZINC000072190230,Q4QBL1,26856.53
ZINC000000538332,P48499,2686.65
ZINC000000005823,Q4QHJ8,2686.97
ZINC000242463989,P48499,26862.17
ZINC000003786466,Q4QBL1,2687.32
ZINC000015263894,Q4QHJ8,2687.33
ZINC000000000215,Q4QHJ8,268723.0
ZINC000002847375,Q4QHJ8,268723.0
ZINC000169743678,Q6TUJ5,268766.82
ZINC000003920372,Q4QBL1,2688.04
ZINC000000590044,Q4QBL1,2688.16
ZINC000045257926,P48499,26888.13
ZINC000003873879,P48499,26888.67
ZINC000008143614,O15826,2689.06
ZINC000002516866,Q4QBL1,2689.28
ZINC000006827595,Q6TUJ5,268904.81
ZINC000018142033,P48499,26897.58
ZINC000013973998,Q6TUJ5,268976.42
ZINC000001554010,Q6TUJ5,268976.42
ZINC000001850625,O97193,269.1
ZINC000001850623,O97193,269.1
ZINC000003806126,Q4QBL1,269.12
ZINC000001537633,O15826,269.15
ZINC000000537935,Q4QBL1,269.15
ZINC000003830625,O15826,269.16
ZINC000002583632,O15826,269.16
ZINC000006091575,O15826,269.16
ZINC000003795098,O15826,269.16
ZINC000003978018,O15826,269.16
ZINC000003830626,O15826,269.16
ZINC000012336757,O15826,269.16
ZINC000095618877,O15826,269.19
ZINC000003781951,O97193,269.23
ZINC000095644391,O97193,269.24
ZINC000003882036,Q27686,269.26
ZINC000136755697,O97193,269.31
ZINC000003824861,P48499,269.34
ZINC000003796046,Q4QBL1,269.37
ZINC000029039067,O97193,269.51
ZINC000003914808,O15826,269.67
ZINC000014164617,O15826,269.67
ZINC000001530071,O97193,269.67
ZINC000003914809,O15826,269.67
ZINC000026251015,Q4QBL1,269.87
ZINC000037866151,O97193,269.89
ZINC000003798074,O15826,269.89
ZINC000026252414,O15826,269.89
ZINC000096209981,Q4QHJ8,269.92
ZINC000096209980,Q4QHJ8,269.92
ZINC000043177324,Q27686,2690.43
ZINC000100018165,Q4QHJ8,2690.83
ZINC000003860156,Q4QHJ8,26901.81
ZINC000261494566,Q6TUJ5,2691.47
ZINC000016678033,Q4QHJ8,26911.35
ZINC000026252414,P48499,26919.86
ZINC000003798074,P48499,26919.86
ZINC000000005921,Q27686,2692.34
ZINC000003800839,Q27686,2692.34
ZINC000000006694,P48499,2692.71
ZINC000065739985,Q6TUJ5,26923.44
ZINC000002001181,Q27686,269243.97
ZINC000002001180,Q27686,269243.97
ZINC000008215630,O97193,26933.9
ZINC000095619100,Q6TUJ5,269380.13
ZINC000095619101,Q6TUJ5,269380.13
ZINC000095627892,Q6TUJ5,2694.02
ZINC000002516268,Q4QBL1,2694.92
ZINC000008674155,Q4QBL1,2694.92
ZINC000049708768,Q4QBL1,2694.99
ZINC000033650254,P48499,26944.94
ZINC000033650255,P48499,26944.94
ZINC000003830947,Q4QHJ8,2695.34
ZINC000018107429,O15826,2695.63
ZINC000003639141,P48499,26955.56
ZINC000000002071,P48499,269585.18
ZINC000003875259,Q4QHJ8,2696.6
ZINC000169761981,P48499,26960.21
ZINC000001538857,P48499,26967.01
ZINC000004214260,P48499,2697.5
ZINC000004626690,P48499,2697.5
ZINC000028965775,Q27686,2697.63
ZINC000100073786,P48499,2697.68
ZINC000100370145,P48499,2697.68
ZINC000111460375,P48499,2697.68
ZINC000299841500,O97193,2697.77
ZINC000685933069,Q6TUJ5,26971.46
ZINC000027627923,Q27686,2698.22
ZINC000004217475,O15826,2698.56
ZINC000095618622,P48499,26983.66
ZINC000095618621,P48499,26983.66
ZINC000150564784,P48499,2699.23
ZINC000005923420,O15826,2699.32
ZINC000000591993,P48499,2699.38
ZINC000019632706,P48499,2699.38
ZINC000001530283,P48499,269929.19
ZINC000003784073,Q4QHJ8,27.0
ZINC000033650458,Q27686,27.0
ZINC000016052398,O97193,27.01
ZINC000685933070,O15826,27.06
ZINC000019701769,O15826,27.07
ZINC000028822397,O15826,27.08
ZINC000000898188,Q4QBL1,27.09
ZINC000251257402,Q4QBL1,27.09
ZINC000106400715,Q4QBL1,27.09
ZINC000253387331,Q4QBL1,27.09
ZINC000014880007,Q4QBL1,27.09
ZINC000261515676,Q4QBL1,27.09
ZINC000008220548,Q4QBL1,27.09
ZINC000000119948,O15826,27.11
ZINC000261512594,Q6TUJ5,27.14
ZINC000100100396,Q6TUJ5,27.14
ZINC000003979512,O97193,27.15
ZINC000218037687,O15826,27.18
ZINC000003781942,O15826,27.18
ZINC000013475083,Q4QHJ8,27.22
ZINC000006718881,O15826,27.24
ZINC000019632657,Q4QHJ8,27.25
ZINC000059498704,O97193,27.25
ZINC000019632663,Q4QHJ8,27.25
ZINC000000538152,O97193,27.29
ZINC000003918453,Q4QBL1,27.3
ZINC000101264566,O97193,27.3
ZINC000005140934,O15826,27.3
ZINC000022010387,O97193,27.32
ZINC000022010379,O97193,27.32
ZINC000022010382,O97193,27.32
ZINC000022010375,O97193,27.32
ZINC000043208226,O97193,27.35
ZINC000001548097,O15826,27.35
ZINC000022007371,O97193,27.37
ZINC000095618851,O97193,27.37
ZINC000095618852,O97193,27.37
ZINC000090647712,O97193,27.37
ZINC000000538194,P48499,27.38
ZINC000003830820,Q27686,27.38
ZINC000002000902,Q4QHJ8,27.41
ZINC000012468792,O97193,27.42
ZINC000003779903,O15826,27.46
ZINC000001654736,O15826,27.48
ZINC000003951570,O15826,27.48
ZINC000033970495,O15826,27.48
ZINC000033970496,O15826,27.48
ZINC000033970497,O15826,27.48
ZINC000118913630,Q4QBL1,27.49
ZINC000008234190,Q4QBL1,27.49
ZINC000066097792,Q4QHJ8,27.51
ZINC000000004355,O97193,27.56
ZINC000003799334,O97193,27.56
ZINC000003787060,Q6TUJ5,27.57
ZINC000100078465,Q4QHJ8,27.58
ZINC000001999256,O15826,27.59
ZINC000003831425,O15826,27.59
ZINC000030731379,Q4QHJ8,27.6
ZINC000013674440,Q4QBL1,27.6
ZINC000049013803,Q4QBL1,27.6
ZINC000095670835,O97193,27.61
ZINC000008221225,O15826,27.61
ZINC000003952167,O15826,27.61
ZINC000040164427,O15826,27.61
ZINC000100051684,O15826,27.61
ZINC000014879959,O15826,27.61
ZINC000014879961,O15826,27.61
ZINC000040164432,O15826,27.61
ZINC000000587541,O15826,27.63
ZINC000000967787,O15826,27.63
ZINC000000403533,O97193,27.64
ZINC000000057401,O15826,27.65
ZINC000000537940,Q4QHJ8,27.67
ZINC000095616599,O97193,27.67
ZINC000095616600,O97193,27.67
ZINC000030691732,O15826,27.68
ZINC000003982174,O15826,27.69
ZINC000034842823,Q4QHJ8,27.69
ZINC000003781664,O15826,27.7
ZINC000003831352,O15826,27.7
ZINC000004654791,O97193,27.71
ZINC000100378061,Q27686,27.71
ZINC000095618865,O15826,27.71
ZINC000001533116,O97193,27.71
ZINC000028827350,Q4QBL1,27.73
ZINC000000001560,O97193,27.74
ZINC000030691420,Q4QBL1,27.75
ZINC000008219992,O15826,27.77
ZINC000013828184,O15826,27.78
ZINC000001530906,Q4QHJ8,27.79
ZINC000001530907,Q4QHJ8,27.79
ZINC000019336232,O97193,27.79
ZINC000002568223,O15826,27.8
ZINC000072267010,Q27686,27.81
ZINC000100036834,O15826,27.83
ZINC000100036823,O15826,27.83
ZINC000100036827,O15826,27.83
ZINC000100036830,O15826,27.83
ZINC000013454202,O15826,27.83
ZINC000001846151,Q4QHJ8,27.84
ZINC000003992480,Q27686,27.84
ZINC000001542905,Q4QHJ8,27.84
ZINC000003825778,O15826,27.85
ZINC000008584337,O15826,27.86
ZINC000008584338,O15826,27.86
ZINC000143948360,O97193,27.88
ZINC000000120249,O97193,27.88
ZINC000003917898,Q4QBL1,27.93
ZINC000006070005,O97193,27.93
ZINC000006070006,O97193,27.93
ZINC000000006486,O97193,27.93
ZINC000003872906,Q4QHJ8,27.93
ZINC000013914293,O97193,27.95
ZINC000003806126,O97193,27.96
ZINC000001481833,O15826,27.96
ZINC000100005085,O15826,27.96
ZINC000200036206,O97193,27.99
ZINC000200036231,O97193,27.99
ZINC000051951647,O15826,27.99
ZINC000022010649,O15826,27.99
ZINC000003875357,O15826,270.05
ZINC000004216862,O15826,270.05
ZINC000003824281,O15826,270.1
ZINC000003819392,Q4QBL1,270.23
ZINC000035931662,O97193,270.25
ZINC000005760474,Q27686,270.51
ZINC000005760534,Q27686,270.51
ZINC000018130447,O97193,270.53
ZINC000100003677,O97193,270.53
ZINC000100019233,O97193,270.53
ZINC000100003676,O97193,270.53
ZINC000003871880,O15826,270.54
ZINC000003978033,O15826,270.54
ZINC000003951570,Q4QHJ8,270.59
ZINC000033970495,Q4QHJ8,270.59
ZINC000033970497,Q4QHJ8,270.59
ZINC000033970496,Q4QHJ8,270.59
ZINC000013896711,Q27686,270.66
ZINC000013896714,Q27686,270.66
ZINC000013896708,Q27686,270.66
ZINC000003929610,Q27686,270.66
ZINC000095609798,Q4QBL1,270.82
ZINC000095609799,Q4QBL1,270.82
ZINC000001550786,O15826,270.93
ZINC000095932071,P48499,270068.52
ZINC000004284473,Q4QBL1,27007.4
ZINC000016051711,Q27686,27008.41
ZINC000100051302,Q6TUJ5,2701.13
ZINC000100051308,Q6TUJ5,2701.13
ZINC000030731384,Q6TUJ5,2701.13
ZINC000030731390,Q6TUJ5,2701.13
ZINC000001530776,O97193,2701.89
ZINC000000012970,Q4QHJ8,270140.44
ZINC000000004765,O15826,2702.18
ZINC000003882444,P48499,2702.43
ZINC000001278767,P48499,2702.43
ZINC000072190226,Q27686,2702.5
ZINC000072190225,Q27686,2702.5
ZINC000003834173,O15826,2702.97
ZINC000011679877,Q4QBL1,27022.5
ZINC000100009616,Q4QBL1,270249.46
ZINC000003932233,Q4QHJ8,27025.53
ZINC000001081286,P48499,270299.76
ZINC000056897641,Q4QHJ8,2703.08
ZINC000056897639,Q4QHJ8,2703.08
ZINC000018284778,Q6TUJ5,270303.32
ZINC000038810990,Q6TUJ5,270359.87
ZINC000254748682,P48499,270380.2
ZINC000018099446,P48499,270380.2
ZINC000100019007,P48499,270380.2
ZINC000043120334,Q4QHJ8,27039.92
ZINC000000601270,P48499,2704.89
ZINC000004216393,Q4QHJ8,2704.91
ZINC000033988456,Q27686,27040.75
ZINC000032209980,O97193,27043.87
ZINC000003860468,Q4QHJ8,27045.29
ZINC000003860469,Q4QHJ8,27045.29
ZINC000003872446,Q27686,2705.28
ZINC000096170459,Q4QBL1,27050.88
ZINC000003989256,Q4QBL1,27052.3
ZINC000000158116,O97193,27052.78
ZINC000003803539,Q6TUJ5,270527.93
ZINC000002015035,P48499,27054.56
ZINC000001482049,P48499,27054.56
ZINC000005134248,Q6TUJ5,270566.55
ZINC000100051350,Q6TUJ5,270566.55
ZINC000000388179,Q6TUJ5,270579.77
ZINC000001537194,Q27686,27068.64
ZINC000013536586,P48499,270696.4
ZINC000018043251,O15826,2707.23
ZINC000003830500,Q4QHJ8,2707.26
ZINC000001895592,P48499,27070.84
ZINC000095616569,Q4QBL1,27072.75
ZINC000136265909,Q6TUJ5,27077.32
ZINC000136265871,Q6TUJ5,27077.32
ZINC000095618649,Q4QBL1,2708.5
ZINC000095618650,Q4QBL1,2708.5
ZINC000014950391,Q27686,2708.54
ZINC000000359757,Q6TUJ5,2708.54
ZINC000013605142,Q4QBL1,2708.56
ZINC000000896650,P48499,270814.27
ZINC000003831042,P48499,270814.27
ZINC000003831041,P48499,270814.27
ZINC000003954487,P48499,270814.27
ZINC000001485546,O97193,2709.38
ZINC000003922077,O97193,271.06
ZINC000003816408,Q4QHJ8,271.09
ZINC000008602992,Q6TUJ5,271.2
ZINC000118912393,Q6TUJ5,271.2
ZINC000238901809,Q6TUJ5,271.2
ZINC000039949190,Q6TUJ5,271.2
ZINC000238901810,Q6TUJ5,271.2
ZINC000100402010,O97193,271.26
ZINC000068249103,P48499,271.54
ZINC000004217466,O15826,271.65
ZINC000003938744,O97193,271.66
ZINC000095571779,O97193,271.69
ZINC000000598829,Q6TUJ5,271.69
ZINC000014210876,Q4QBL1,271.73
ZINC000000538120,Q4QHJ8,271.74
ZINC000004217232,Q4QBL1,271.79
ZINC000206179908,O15826,271.82
ZINC000003781637,Q4QBL1,271.91
ZINC000005497532,Q6TUJ5,271.97
ZINC000001530947,Q4QBL1,27101.0
ZINC000001530948,Q4QBL1,27101.0
ZINC000095092808,Q27686,2711.22
ZINC000003871576,O97193,2711.3
ZINC000003791675,O15826,2711.63
ZINC000095618768,Q27686,2711.91
ZINC000095618767,Q27686,2711.91
ZINC000095618601,Q6TUJ5,27114.6
ZINC000006095839,Q4QHJ8,271162.24
ZINC000000010202,Q4QBL1,2712.22
ZINC000003830212,O97193,2712.68
ZINC000029564143,Q4QHJ8,27128.03
ZINC000011592639,Q4QBL1,2713.02
ZINC000003830391,Q4QBL1,2713.02
ZINC000001530584,Q4QBL1,2713.02
ZINC000003830393,Q4QBL1,2713.02
ZINC000001530583,Q4QBL1,2713.02
ZINC000003824868,Q6TUJ5,2713.3
ZINC000034885049,Q4QHJ8,2713.6
ZINC000032816695,O97193,2713.7
ZINC000034035621,P48499,27131.55
ZINC000003966198,O15826,271319.93
ZINC000000000226,Q6TUJ5,271358.36
ZINC000027651900,Q4QBL1,2714.22
ZINC000011687380,Q4QBL1,2714.86
ZINC000011687379,Q4QBL1,2714.86
ZINC000169731579,Q4QBL1,2714.86
ZINC000003778140,Q4QBL1,2714.86
ZINC000030731169,Q6TUJ5,271482.33
ZINC000030731165,Q6TUJ5,271482.33
ZINC000003805534,O97193,2715.94
ZINC000100055899,Q4QHJ8,27157.86
ZINC000000006427,O15826,2716.63
ZINC000001484406,O15826,2716.88
ZINC000245189278,P48499,271606.36
ZINC000028973446,P48499,27161.71
ZINC000028973441,P48499,27161.71
ZINC000053244633,Q27686,27164.13
ZINC000004217265,Q4QBL1,2717.45
ZINC000004978673,P48499,27171.7
ZINC000001530416,P48499,27171.7
ZINC000001531036,P48499,27171.7
ZINC000006072466,P48499,27171.7
ZINC000001577199,P48499,27171.7
ZINC000001529498,P48499,27171.7
ZINC000000896648,P48499,27177.04
ZINC000000000453,P48499,27177.04
ZINC000000000857,O15826,2718.99
ZINC000000896041,O15826,2718.99
ZINC000001550786,P48499,27180.5
ZINC000012405253,Q6TUJ5,27182.89
ZINC000040899447,Q4QHJ8,27186.56
ZINC000068199948,O97193,27188.26
ZINC000068199944,O97193,27188.26
ZINC000000000686,P48499,2719.69
ZINC000000896838,P48499,2719.69
ZINC000003779683,Q6TUJ5,27195.76
ZINC000000898237,O97193,272.03
ZINC000113191351,O97193,272.06
ZINC000026172724,O15826,272.07
ZINC000001553549,Q27686,272.13
ZINC000095618748,P48499,272.15
ZINC000095618749,P48499,272.15
ZINC000077293241,Q27686,272.38
ZINC000095618756,Q27686,272.38
ZINC000000602381,O15826,272.44
ZINC000004213474,P48499,272.47
ZINC000003979756,Q27686,272.52
ZINC000072190138,Q27686,272.52
ZINC000072190137,Q27686,272.52
ZINC000072190136,Q27686,272.52
ZINC000096006021,O15826,272.56
ZINC000253855706,O15826,272.56
ZINC000100015572,O15826,272.6
ZINC000003812939,O15826,272.61
ZINC000001530689,Q6TUJ5,272.63
ZINC000001530690,Q6TUJ5,272.63
ZINC000000902197,Q6TUJ5,272.63
ZINC000001530090,Q6TUJ5,272.63
ZINC000206179007,Q4QBL1,272.64
ZINC000096178757,Q27686,272.77
ZINC000043151450,O97193,272.92
ZINC000003874044,Q6TUJ5,27202.24
ZINC000003874045,Q6TUJ5,27202.24
ZINC000004213771,Q6TUJ5,27202.24
ZINC000003999653,Q6TUJ5,27202.24
ZINC000001509965,Q4QBL1,27203.16
ZINC000001482036,Q4QBL1,27203.16
ZINC000003882034,P48499,27205.85
ZINC000261494716,P48499,27208.48
ZINC000261494715,P48499,27208.48
ZINC000261494714,P48499,27208.48
ZINC000077300876,P48499,27208.48
ZINC000118913658,P48499,27208.48
ZINC000261494717,P48499,27208.48
ZINC000043152599,Q4QHJ8,2721.13
ZINC000095483532,P48499,272100.35
ZINC000001661709,Q6TUJ5,272123.35
ZINC000001530788,Q4QBL1,27218.49
ZINC000004963497,P48499,27219.75
ZINC000014852066,O15826,2722.03
ZINC000003986763,P48499,2722.28
ZINC000100022637,P48499,2722.42
ZINC000334138264,P48499,2722.59
ZINC000253848650,P48499,2722.59
ZINC000169621215,P48499,2722.59
ZINC000001530796,P48499,27222.02
ZINC000001530797,P48499,27222.02
ZINC000003830612,Q6TUJ5,272236.02
ZINC000000405331,Q6TUJ5,272236.02
ZINC000000000189,Q6TUJ5,272236.02
ZINC000008551998,Q6TUJ5,272236.02
ZINC000008551997,Q6TUJ5,272236.02
ZINC000003830611,Q6TUJ5,272236.02
ZINC000008551999,Q6TUJ5,272236.02
ZINC000000968262,Q6TUJ5,272236.02
ZINC000003860453,Q6TUJ5,27231.58
ZINC000019632668,Q6TUJ5,27231.73
ZINC000019632670,Q6TUJ5,27231.73
ZINC000068247071,Q4QBL1,2724.96
ZINC000005924342,P48499,27240.17
ZINC000005924345,P48499,27240.17
ZINC000005921965,P48499,27240.17
ZINC000005921967,P48499,27240.17
ZINC000029747110,Q6TUJ5,2725.25
ZINC000004674528,Q6TUJ5,27253.75
ZINC000003938642,Q27686,27254.44
ZINC000000004308,P48499,272553.49
ZINC000002015985,P48499,272553.49
ZINC000008034121,O97193,27265.84
