drug,prot,score
id-447,Q4QHJ8,2776.37
id-3184,P48499,2776.41
id-1243,Q6TUJ5,277609.6
id-3475,Q6TUJ5,27769.85
id-1042,Q27686,2779.46
id-989,Q6TUJ5,27792.33
id-3761,Q27686,27793.18
id-4602,Q4QBL1,27797.73
id-2756,Q27686,27798.06
id-1815,Q4QHJ8,278.1
id-3487,O15826,278.17
id-4401,P48499,278.42
id-5347,O15826,278.85
id-521,O15826,278.9
id-2856,O15826,278.96
id-656,P48499,27801.94
id-1809,Q27686,2781.07
id-1060,Q27686,2781.62
id-1835,P48499,2782.33
id-1284,Q27686,2782.45
id-1821,Q6TUJ5,2782.94
id-3202,O97193,27826.74
id-1964,Q6TUJ5,2783.82
id-377,Q27686,27838.29
id-2713,P48499,27838.78
id-3762,O97193,2784.07
id-61,O15826,2784.16
id-627,O97193,2785.5
id-3906,O97193,2785.5
id-1710,O97193,2786.2
id-4465,Q27686,278726.05
id-4421,O15826,27875.33
id-513,Q27686,2788.31
id-3269,O97193,2788.6
id-5095,Q6TUJ5,278814.2
id-4120,O15826,279.16
id-3187,O97193,279.4
id-585,O15826,279.41
id-3279,O97193,279.43
id-1672,O97193,279.54
id-3163,O15826,279.69
id-5291,Q6TUJ5,279.82
id-1431,O97193,2790.1
id-750,O97193,2790.34
id-1552,Q4QHJ8,27905.03
id-1446,Q6TUJ5,2791.29
id-2201,Q4QHJ8,27910.85
id-2222,Q6TUJ5,27916.52
id-1004,O97193,2792.85
id-4822,Q6TUJ5,27922.99
id-4539,Q6TUJ5,279238.96
id-4211,P48499,27936.36
id-4429,Q6TUJ5,27938.75
id-2134,O97193,2795.15
id-3018,P48499,279567.36
id-3146,O15826,2796.06
id-654,Q4QHJ8,2796.2
id-2254,Q27686,2796.89
id-2295,Q4QBL1,27960.11
id-169,Q4QBL1,2797.54
id-659,Q6TUJ5,2798.94
id-3892,Q6TUJ5,27986.37
id-3478,Q27686,2799.58
id-931,Q27686,27990.09
id-119,P48499,27993.78
id-1573,Q4QBL1,27995.41
id-844,Q4QBL1,27995.41
id-3052,O15826,28.0
id-4379,O15826,28.03
id-1837,O15826,28.04
id-2129,Q27686,28.05
id-765,O97193,28.07
id-4778,Q6TUJ5,28.09
id-4833,Q4QHJ8,28.11
id-1865,O97193,28.22
id-4496,O15826,28.28
id-1059,O15826,28.3
id-5001,O15826,28.35
id-2451,O97193,28.36
id-374,O15826,28.42
id-3622,O15826,28.43
id-4141,O15826,28.51
id-2057,O15826,28.59
id-2013,O97193,28.62
id-1697,O15826,28.63
id-2411,Q27686,28.63
id-3232,O15826,28.66
id-3644,O15826,28.7
id-277,O15826,28.76
id-2838,Q4QHJ8,28.77
id-1873,O97193,28.78
id-280,O15826,28.78
id-4452,Q4QHJ8,28.78
id-1600,O97193,28.84
id-2034,O97193,28.88
id-1228,Q27686,28.9
id-430,Q27686,28.9
id-5261,O97193,28.91
id-929,O15826,28.91
id-3668,O15826,28.96
id-4810,Q6TUJ5,280.06
id-1525,O15826,280.06
id-1298,Q4QBL1,280.19
id-1366,O15826,280.28
id-4920,Q4QHJ8,280.3
id-3523,Q6TUJ5,280.57
id-978,O97193,280.58
id-4429,O97193,280.77
id-2374,Q4QBL1,280.96
id-4697,O15826,2800.4
id-1193,Q4QBL1,28001.34
id-2592,P48499,28007.52
id-4946,P48499,28007.55
id-1762,P48499,28009.27
id-3705,Q6TUJ5,28013.89
id-25,Q4QBL1,28015.8
id-1746,O97193,2802.27
id-138,Q27686,2802.48
id-4937,Q6TUJ5,2803.75
id-1505,P48499,2803.76
id-2279,Q6TUJ5,28037.34
id-2321,O97193,2804.16
id-273,Q6TUJ5,2804.68
id-4730,Q6TUJ5,28047.53
id-264,O97193,2805.42
id-4890,Q6TUJ5,2806.31
id-2713,Q6TUJ5,28062.31
id-2360,Q27686,2807.14
id-2784,O97193,2808.25
id-388,Q27686,2808.3
id-3630,Q27686,280862.94
id-686,O15826,2809.01
id-526,Q4QHJ8,2809.23
id-2004,Q6TUJ5,28094.16
id-5361,Q4QHJ8,281.06
id-4419,O15826,281.12
id-4808,Q6TUJ5,281.51
id-458,P48499,281.52
id-91,O15826,281.79
id-458,Q6TUJ5,281.8
id-4004,P48499,281.82
id-2293,P48499,2810.49
id-3716,O15826,28101.81
id-2190,P48499,28101.84
id-4825,Q4QBL1,2812.65
id-4337,O15826,2812.93
id-1944,P48499,28129.04
id-3313,Q27686,2813.11
id-1737,O15826,2813.62
id-1400,Q4QBL1,28131.26
id-3092,P48499,28135.89
id-1751,Q4QBL1,2814.2
id-1869,O15826,2815.42
id-543,Q27686,2815.53
id-175,O15826,28158.58
id-4862,Q6TUJ5,281626.12
id-2478,Q6TUJ5,28165.87
id-4501,P48499,28174.29
id-1826,P48499,28174.29
id-1381,Q6TUJ5,2818.51
id-2335,O97193,2818.64
id-196,Q6TUJ5,281886.76
id-3170,O97193,2819.75
id-2824,O97193,2819.75
id-2504,P48499,28191.06
id-874,Q27686,281996.65
id-1240,Q27686,282.15
id-4420,Q4QHJ8,282.19
id-4818,O15826,282.23
id-3069,O97193,282.25
id-4546,Q6TUJ5,282.45
id-1861,O15826,282.55
id-918,O97193,282.67
id-127,Q6TUJ5,28204.5
id-54,Q4QBL1,28209.39
id-2542,Q27686,2821.98
id-3692,Q6TUJ5,282178.46
id-2407,P48499,2822.31
id-2406,O15826,2823.27
id-3011,Q6TUJ5,28234.61
id-4339,Q4QHJ8,2824.12
id-2711,O15826,2824.82
id-248,Q4QBL1,2825.05
id-2643,Q4QHJ8,2825.79
id-3812,P48499,282542.89
id-3514,P48499,28255.33
id-3120,P48499,282610.21
id-1409,Q6TUJ5,28275.93
id-3548,Q6TUJ5,28277.36
id-2189,Q27686,28277.92
id-3330,Q6TUJ5,28279.72
id-3542,Q27686,2828.36
id-60,P48499,28288.7
id-4562,Q4QHJ8,282998.19
id-390,P48499,283.07
id-1129,Q27686,283.34
id-1033,O15826,283.4
id-2708,O97193,283.52
id-1063,Q4QBL1,283.72
id-1061,Q4QBL1,283.72
id-3828,Q4QHJ8,283.77
id-3550,O15826,283.87
id-185,O97193,283.93
id-3810,Q27686,28306.53
id-3726,O15826,2831.93
id-3315,O15826,2832.02
id-661,O15826,2832.49
id-259,O15826,2832.49
id-2216,Q4QHJ8,2833.87
id-4478,O97193,28346.19
id-4240,P48499,283464.96
id-1675,Q4QHJ8,283468.39
id-2213,P48499,2835.81
id-1451,O15826,2835.99
id-958,Q4QBL1,28353.19
id-3836,Q27686,28357.95
id-1745,Q6TUJ5,283579.21
id-3519,P48499,283605.68
id-1336,O97193,2837.28
id-1512,Q4QHJ8,2838.18
id-1325,Q4QHJ8,2838.61
id-2235,P48499,2838.67
id-1486,Q4QHJ8,28388.61
id-2516,O97193,2839.85
id-695,Q4QHJ8,2839.85
id-2123,Q4QHJ8,28390.94
id-1560,Q4QBL1,284.0
id-2176,Q4QHJ8,284.04
id-2424,Q6TUJ5,284.23
id-1879,Q6TUJ5,284.23
id-4192,O97193,284.24
id-760,P48499,284.29
id-3406,Q6TUJ5,284.32
id-2606,Q4QBL1,284.43
id-1064,Q4QBL1,284.48
id-589,O97193,284.49
id-1204,P48499,284.7
id-2727,O97193,284.95
id-1273,Q6TUJ5,28406.32
id-883,Q6TUJ5,28419.7
id-2440,Q6TUJ5,2842.95
id-3000,Q4QBL1,2843.51
id-2543,P48499,28431.0
id-368,Q27686,2845.29
id-4255,O15826,2845.46
id-4306,O15826,2845.46
id-1313,Q4QHJ8,28454.33
id-4266,Q6TUJ5,284592.31
id-3130,P48499,2846.48
id-1471,Q4QBL1,2846.49
id-2748,Q27686,2846.97
id-1691,P48499,2847.38
id-218,Q27686,2847.87
id-3287,Q6TUJ5,2848.31
id-3416,O97193,2848.46
id-2187,P48499,2849.86
id-165,Q4QBL1,284919.96
id-2058,Q6TUJ5,284958.76
id-4536,Q6TUJ5,28496.35
id-414,Q4QHJ8,28497.03
id-2651,Q27686,28499.51
id-1104,P48499,28499.66
id-5046,Q6TUJ5,285.31
id-786,O15826,285.32
id-3086,O97193,285.63
id-1304,P48499,285.72
id-4896,O97193,285.81
id-1220,O15826,2850.46
id-1166,O15826,2850.46
id-221,Q4QHJ8,28509.3
id-4145,Q6TUJ5,2851.19
id-4032,Q4QBL1,2851.38
id-4377,Q27686,2851.6
id-1577,P48499,2852.1
id-2537,P48499,2852.1
id-598,Q4QBL1,2852.68
id-3588,Q4QHJ8,2852.95
id-117,Q4QBL1,2854.64
id-557,Q6TUJ5,2854.64
id-1882,P48499,28540.18
id-1877,Q6TUJ5,2855.59
id-519,O97193,2856.81
id-2010,P48499,28564.51
id-801,O97193,2857.09
id-1038,P48499,2857.52
id-4914,Q4QHJ8,28573.26
id-1405,P48499,28579.28
id-1500,Q4QBL1,2858.95
id-3282,Q6TUJ5,285844.15
id-5389,Q4QBL1,2859.98
id-4831,Q4QHJ8,286.06
id-2122,Q4QBL1,286.43
id-5353,Q4QHJ8,286.73
id-2264,Q27686,286.91
id-66,O97193,2860.22
id-3255,Q6TUJ5,286022.0
id-323,Q4QHJ8,286091.41
id-606,Q6TUJ5,2861.4
id-4167,Q4QHJ8,2861.46
id-2756,O15826,2861.54
id-1561,Q6TUJ5,28612.6
id-2340,Q27686,2862.37
id-3450,Q27686,28629.35
id-117,P48499,2863.22
id-802,Q6TUJ5,2864.63
id-120,O15826,2864.87
id-1181,Q4QBL1,28650.07
id-622,P48499,28654.44
id-1429,Q27686,2866.0
id-4330,Q27686,2866.34
id-4604,Q27686,28660.8
id-1597,Q4QBL1,28667.19
id-3016,O15826,2867.95
id-3680,Q4QBL1,28676.28
id-5251,P48499,2868.53
id-2769,P48499,2868.76
id-4818,Q4QHJ8,2868.94
id-1901,Q4QBL1,28684.47
id-1533,P48499,28686.23
id-3820,Q4QBL1,2869.66
id-2176,Q27686,287.06
id-893,O15826,287.51
id-4145,Q4QBL1,287.51
id-1580,O15826,287.55
id-4903,O15826,287.99
id-4857,Q6TUJ5,2870.51
id-619,O97193,28705.04
id-299,Q6TUJ5,28708.01
id-2412,Q6TUJ5,2871.73
id-3455,Q4QBL1,28711.79
id-4410,O97193,28722.7
id-3179,Q27686,2873.39
id-4671,O97193,2873.77
id-2635,P48499,28730.99
id-2503,Q4QHJ8,28734.5
id-1088,Q4QHJ8,2874.28
id-2318,P48499,2875.28
id-1815,P48499,2875.71
id-4486,Q4QHJ8,28752.36
id-1350,P48499,28754.13
id-1670,Q4QBL1,2876.6
id-1393,P48499,2876.72
id-2718,O97193,2877.13
id-58,Q4QBL1,28774.62
id-861,Q6TUJ5,287741.18
id-770,P48499,28776.8
id-2864,P48499,28779.27
id-1169,P48499,2878.22
id-512,Q6TUJ5,287814.8
id-98,Q6TUJ5,28787.17
id-4853,Q4QBL1,287882.43
id-2104,O15826,2879.68
id-831,Q6TUJ5,28795.04
id-2239,Q4QHJ8,288.94
id-2820,O15826,288.98
id-2341,Q6TUJ5,28814.14
id-1308,P48499,288159.93
id-2621,Q27686,2882.4
id-2055,Q6TUJ5,28824.36
id-4242,Q4QBL1,2883.02
id-1549,Q4QHJ8,2883.07
id-2792,Q4QHJ8,2883.46
id-3312,Q27686,28833.83
id-455,Q6TUJ5,28835.63
id-1375,Q4QBL1,2884.79
id-2739,O97193,28843.29
id-3710,P48499,28852.32
id-4181,Q6TUJ5,288710.02
id-3577,Q4QBL1,28876.03
id-3607,O15826,2888.31
id-1073,O15826,2888.4
id-503,Q27686,2888.42
id-3131,Q6TUJ5,2888.68
id-2382,O97193,28884.43
id-3000,Q27686,2889.84
id-2780,Q6TUJ5,28898.93
id-105,O15826,289.13
id-1575,O15826,289.13
id-4741,O97193,289.17
id-1206,Q6TUJ5,289.31
id-109,O15826,289.32
id-778,O15826,289.35
id-1099,O15826,289.39
id-480,O97193,289.39
id-2508,O15826,289.52
id-1115,Q27686,289.59
id-2254,O15826,289.68
id-2875,O97193,289.71
id-3095,P48499,289.95
id-2278,O15826,289.96
id-2691,P48499,289008.3
id-135,P48499,28904.42
id-3290,Q6TUJ5,289056.86
id-69,P48499,2891.21
id-2624,Q4QHJ8,28916.95
id-106,Q4QBL1,289246.39
id-1466,Q27686,2893.4
id-3274,O97193,2893.98
id-113,O15826,2893.98
id-1387,O15826,2893.98
id-3627,O97193,28933.28
id-4460,Q27686,2894.05
id-4156,O97193,2894.88
id-3464,Q4QBL1,28949.1
id-1654,O15826,2895.13
id-4869,O15826,2895.29
id-2157,P48499,28958.99
id-2277,Q27686,289584.18
id-5037,P48499,2896.92
id-1662,O97193,2897.09
id-2551,Q6TUJ5,2897.95
id-5130,P48499,28975.94
id-4876,Q6TUJ5,289809.21
id-1105,Q27686,28988.07
id-2371,Q4QHJ8,29.0
id-3830,O15826,29.02
id-1292,O15826,29.04
id-1064,O15826,29.05
id-1061,O15826,29.1
id-1063,O15826,29.1
id-4454,O15826,29.25
id-4941,Q4QBL1,29.28
id-1162,O15826,29.29
id-2572,P48499,29.3
id-489,O97193,29.35
id-2677,Q4QHJ8,29.4
id-797,O97193,29.44
id-2668,O97193,29.44
id-4866,O15826,29.45
id-2349,O15826,29.48
id-4778,P48499,29.49
id-2399,O15826,29.5
id-2762,O97193,29.51
id-5280,O97193,29.52
id-1392,O15826,29.55
id-1520,O15826,29.56
id-2814,O97193,29.6
id-3604,Q27686,29.63
id-2772,O15826,29.63
id-1385,O97193,29.64
id-702,O15826,29.64
id-4302,O97193,29.7
id-4194,O97193,29.7
id-3657,Q27686,29.77
id-214,Q4QHJ8,29.78
id-1062,O97193,29.79
id-4148,O15826,29.79
id-1354,Q4QBL1,29.8
id-2776,Q27686,29.84
id-140,O15826,29.84
id-2518,O97193,29.87
id-4963,O15826,29.96
id-296,Q4QBL1,29.97
id-3000,O15826,290.12
id-1433,O15826,290.16
id-5256,P48499,290.17
id-1201,Q6TUJ5,290.27
id-3606,P48499,290.45
id-1829,Q4QBL1,290.49
id-886,Q4QHJ8,290.54
id-3723,O97193,290.8
id-4609,Q4QHJ8,290.98
id-2608,Q4QHJ8,290.98
id-4024,O15826,2900.31
id-2527,Q27686,29011.72
id-2794,P48499,29018.57
id-4931,Q4QBL1,2902.24
id-1675,Q27686,290253.92
id-657,O15826,2903.13
id-5352,P48499,2903.26
id-2329,Q6TUJ5,290359.9
id-5222,Q4QBL1,2904.54
id-3614,Q6TUJ5,29042.0
id-201,P48499,290458.75
id-4612,P48499,29047.33
id-192,Q6TUJ5,2905.58
id-5142,O15826,2907.0
id-3298,O97193,2907.24
id-2505,O15826,2907.84
id-1007,Q4QHJ8,29071.32
id-1361,Q4QBL1,29071.48
id-1911,Q6TUJ5,290734.58
id-1774,P48499,29076.01
id-520,P48499,29076.81
id-2260,P48499,2908.4
id-2521,Q6TUJ5,290827.8
id-771,Q4QHJ8,29089.17
id-4874,P48499,29089.39
id-3976,P48499,290894.87
id-2455,P48499,290981.91
id-3523,P48499,291.07
id-624,Q4QBL1,291.17
id-1902,O15826,291.38
id-3135,O15826,291.52
id-2424,P48499,291.54
id-4380,O15826,291.68
id-568,O97193,291.77
id-3839,Q27686,291.79
id-561,O97193,291.82
id-1764,O15826,291.85
id-4688,O15826,2910.07
id-4806,Q27686,29116.07
id-2157,Q27686,29117.22
id-1141,O97193,29118.02
id-1310,Q6TUJ5,29124.83
id-3666,Q6TUJ5,291293.42
id-4327,Q27686,2913.5
id-1364,Q27686,29131.64
id-4697,Q4QBL1,29150.91
id-1847,Q4QHJ8,29152.51
id-3314,P48499,291547.47
id-2207,Q4QHJ8,29162.85
id-185,Q4QHJ8,29174.79
id-1388,Q6TUJ5,29178.77
id-27,Q4QBL1,2918.44
id-4396,O97193,2918.8
id-2115,O15826,2918.86
id-4946,O97193,2918.93
id-4758,Q4QHJ8,29186.9
id-1704,O15826,2919.62
id-738,O97193,29191.74
id-1896,Q4QHJ8,29194.79
id-2067,Q4QHJ8,29194.79
id-330,Q4QHJ8,29195.43
id-4228,O97193,292.01
id-4381,Q27686,292.11
id-2089,O97193,292.29
id-3649,Q4QHJ8,292.31
id-3319,Q27686,292.32
id-223,Q27686,292.56
id-607,O97193,292.61
id-799,O15826,292.85
id-1977,O97193,292.91
id-1304,Q6TUJ5,292.97
id-4182,Q4QHJ8,2920.04
id-1996,Q6TUJ5,2920.17
id-3758,Q6TUJ5,292046.47
id-2116,P48499,292081.9
id-4677,Q6TUJ5,2921.16
id-623,Q27686,29222.88
id-3678,Q27686,29224.49
id-3363,P48499,29224.52
id-2319,Q6TUJ5,29224.97
id-5267,Q27686,2923.82
id-460,Q6TUJ5,29237.84
id-4272,Q6TUJ5,292472.45
id-1956,P48499,29250.58
id-4059,Q4QHJ8,29260.12
id-1053,Q4QHJ8,29263.88
id-663,Q4QHJ8,29263.88
id-768,P48499,292639.32
id-485,O15826,2927.94
id-427,Q4QBL1,2928.32
id-754,Q27686,2928.73
id-3066,Q4QBL1,2928.73
id-2265,O15826,2928.8
id-4427,Q4QBL1,2929.06
id-2249,O15826,293.26
id-2372,Q6TUJ5,293.29
id-4137,Q4QBL1,293.32
id-1084,Q6TUJ5,293.33
id-2032,Q6TUJ5,293.42
id-2826,Q4QHJ8,293.52
id-2380,O15826,293.6
id-1217,Q6TUJ5,293.71
id-133,O15826,293.72
id-129,P48499,293.73
id-1418,O15826,293.82
id-2022,Q6TUJ5,293.91
id-2358,O97193,293.97
id-5231,O97193,293.99
id-3631,P48499,293003.58
id-4254,P48499,29303.53
id-930,O97193,29308.74
id-3045,Q4QHJ8,2931.48
id-126,Q27686,29316.4
id-4,P48499,293225.8
id-432,P48499,293225.8
id-2403,P48499,293225.8
id-1501,O97193,29330.6
id-1088,Q4QBL1,2936.74
id-2688,P48499,29376.49
id-1387,Q4QHJ8,29376.69
id-2503,P48499,29378.07
id-1319,Q6TUJ5,29380.59
id-4679,Q6TUJ5,29381.94
id-2864,Q4QHJ8,29383.81
id-3628,Q27686,293854.76
id-1242,O15826,2939.34
id-3046,P48499,2939.91
id-3053,O97193,293902.68
id-3752,O97193,294.05
id-5261,Q4QBL1,294.09
id-4882,Q4QHJ8,294.17
id-510,O97193,294.3
id-2077,Q4QHJ8,294.37
id-3658,Q4QBL1,294.49
id-5371,P48499,294.59
id-1508,P48499,294.88
id-2722,P48499,294.88
id-3862,P48499,294.88
id-1840,Q6TUJ5,2940.37
id-1336,Q4QHJ8,29402.6
id-771,Q27686,29424.27
id-1202,Q6TUJ5,29429.95
id-4865,O15826,2943.02
id-3815,O97193,2943.48
id-795,P48499,2943.67
id-3686,O15826,2944.64
id-1223,Q4QHJ8,29440.39
id-4647,P48499,2945.5
id-4184,P48499,2945.54
id-2516,Q27686,29452.39
id-1563,Q6TUJ5,29455.85
id-822,O15826,2946.5
id-977,Q6TUJ5,29463.9
id-2382,P48499,294635.3
id-759,P48499,29467.1
id-3722,Q4QBL1,294822.5
id-809,P48499,29483.61
id-1555,Q6TUJ5,29485.49
id-4353,Q6TUJ5,294859.08
id-1791,Q4QBL1,2949.81
id-334,Q27686,29493.84
id-667,O97193,295.14
id-2592,O97193,295.15
id-819,Q4QBL1,295.26
id-2297,O15826,295.48
id-5145,P48499,295.54
id-3070,Q4QHJ8,295.58
id-1007,O15826,295.6
id-2029,Q4QBL1,295.7
id-265,Q4QHJ8,2950.43
id-2877,O97193,2950.77
id-4397,O97193,2950.77
id-1486,Q27686,29507.9
id-126,P48499,29512.43
id-327,Q6TUJ5,29516.45
id-1803,O15826,295193.37
id-1191,Q4QHJ8,29534.41
id-1178,Q6TUJ5,29534.87
id-3677,P48499,29539.41
id-3149,O97193,2954.04
id-3835,Q4QBL1,29541.32
id-2418,Q4QHJ8,2955.14
id-1300,Q6TUJ5,2955.86
id-4551,Q27686,29551.7
id-399,Q4QBL1,29552.74
id-1802,P48499,29563.71
id-394,P48499,29564.84
id-3529,P48499,2957.91
id-2207,O97193,2958.5
id-292,Q4QHJ8,29583.16
id-1233,P48499,295920.6
id-1520,Q4QBL1,296.02
id-1602,O15826,296.48
id-549,O15826,296.51
id-1079,O15826,296.55
id-924,O97193,296.7
id-1146,Q6TUJ5,296.73
id-4444,O97193,296.86
id-1844,O97193,296.99
id-3404,P48499,29604.08
id-581,O97193,2961.56
id-1566,O97193,2961.56
id-5384,O97193,2961.91
id-2361,Q6TUJ5,29613.38
id-2317,O15826,2962.44
id-4176,Q6TUJ5,2962.62
id-2432,P48499,2963.57
id-2075,O15826,2963.8
id-4920,P48499,2963.91
id-3106,O97193,29648.0
id-2135,Q27686,2965.13
id-588,O15826,2965.58
id-2585,Q4QBL1,29651.41
id-1828,Q27686,2966.93
id-2451,Q6TUJ5,2967.3
id-4411,Q6TUJ5,29676.33
id-616,Q6TUJ5,29676.33
id-2817,Q6TUJ5,2968.78
id-3508,Q4QBL1,296842.33
id-2804,Q6TUJ5,29689.89
id-2154,P48499,2969.17
id-231,Q6TUJ5,2969.49
id-1389,P48499,29691.13
id-4659,Q6TUJ5,296980.23
id-2354,O97193,297.03
id-904,P48499,297.12
id-939,O97193,297.15
id-1536,O97193,297.18
id-2474,P48499,297.23
id-3423,Q4QBL1,297.35
id-5352,Q4QHJ8,297.43
id-4580,Q27686,297.48
id-1624,Q4QBL1,297.56
id-137,P48499,297.57
id-1862,Q4QHJ8,297.58
id-5329,O97193,297.85
id-3345,Q4QHJ8,297.94
id-330,O97193,2970.17
id-4412,Q6TUJ5,2970.26
id-4242,Q4QHJ8,2970.31
id-3450,P48499,29706.36
id-382,O15826,2971.1
id-3334,Q4QBL1,2971.38
id-971,Q27686,29713.5
id-4040,Q6TUJ5,297159.62
id-5227,Q4QHJ8,2972.62
id-3680,O97193,2973.71
id-2671,Q6TUJ5,29752.41
id-4873,Q4QHJ8,29756.07
id-3193,Q4QHJ8,29759.08
id-4748,O15826,2977.94
id-2589,P48499,29770.71
id-4874,Q4QHJ8,29774.47
id-3617,P48499,297795.87
id-1539,O97193,2978.02
id-1559,P48499,2978.93
id-2958,P48499,2978.93
id-2968,P48499,2978.93
id-4775,Q4QHJ8,29792.42
id-1760,P48499,29797.66
id-2022,P48499,298.28
id-1198,Q6TUJ5,298.57
id-3095,Q6TUJ5,298.66
id-27,O15826,298.79
id-805,O97193,298.88
id-3236,O15826,298.97
id-3651,Q6TUJ5,29801.36
id-4120,Q6TUJ5,29804.66
id-4505,Q6TUJ5,298115.33
id-4737,P48499,29816.31
id-1948,P48499,298199.79
id-2975,Q27686,2982.13
id-5194,O97193,2982.38
id-3597,O97193,2982.67
id-2635,Q27686,29821.35
id-2494,O15826,2984.36
id-2705,Q6TUJ5,29853.56
id-1938,Q4QBL1,29854.05
id-2184,Q4QBL1,2986.83
id-1012,Q4QBL1,29863.88
id-2854,Q27686,298633.92
id-2693,Q4QBL1,29867.33
id-1367,Q4QBL1,2987.48
id-2819,Q4QHJ8,2987.8
id-931,O97193,2987.86
id-4684,Q4QBL1,29874.28
id-1151,P48499,29875.43
id-1522,Q27686,2988.03
id-2311,Q27686,2988.24
id-5295,Q6TUJ5,2988.25
id-2190,Q27686,29887.7
id-4889,Q4QHJ8,2989.11
id-5171,Q4QHJ8,2989.33
id-3428,Q4QHJ8,299.05
id-4546,P48499,299.09
id-3826,Q4QBL1,299.17
id-1098,O97193,299.23
id-2673,O15826,299.24
id-3818,O97193,299.3
id-1684,O15826,299.44
id-2032,P48499,299.52
id-1445,O15826,299.53
id-4908,O97193,299.57
id-2233,Q4QBL1,299.66
id-971,O15826,299.89
id-4649,O15826,299.92
id-184,P48499,29913.44
id-2878,Q4QHJ8,2992.2
id-3473,P48499,2992.47
id-249,P48499,29922.86
id-2456,Q6TUJ5,299230.78
id-1319,P48499,29929.5
id-3728,O15826,2993.81
id-4303,Q4QHJ8,29940.64
id-693,Q27686,29942.29
id-4272,O15826,29942.98
id-1374,O97193,29956.69
id-894,P48499,2996.42
id-1531,P48499,2996.42
id-2863,Q4QHJ8,29964.65
id-2471,Q27686,2997.89
id-4227,Q27686,29980.51
id-3847,Q6TUJ5,299876.9
id-1644,O15826,2999.25
id-1399,Q4QBL1,29995.2
id-71,P48499,29997.77
id-396,Q27686,3.0
id-2484,O15826,3.01
id-5243,O15826,3.01
id-271,O97193,3.03
id-4778,Q4QHJ8,3.05
id-383,O97193,3.05
id-5351,O97193,3.05
id-3342,O97193,3.07
id-3927,O97193,3.07
id-522,O15826,3.1
id-272,O15826,3.1
id-646,O15826,3.12
id-1709,Q27686,3.13
id-2869,O15826,3.13
id-4660,O15826,3.16
id-756,O97193,3.17
id-4173,O15826,3.17
id-4138,O97193,3.18
id-1796,Q27686,3.19
id-681,O97193,3.19
id-4833,O15826,3.21
id-2575,O97193,3.24
id-1816,O97193,3.24
id-2572,Q4QHJ8,3.25
id-260,O15826,3.27
id-1402,O15826,3.27
id-4172,O97193,3.32
id-1116,O97193,3.33
id-1937,O97193,3.35
id-2436,O97193,3.36
id-4183,O97193,3.38
id-1934,O97193,3.39
id-4484,O15826,3.39
id-646,O97193,3.41
id-2493,O97193,3.41
id-1225,O15826,3.44
id-2552,P48499,3.44
id-5229,O15826,3.48
id-5349,O15826,3.53
id-2654,Q4QHJ8,3.58
id-2411,O15826,3.58
id-5220,O15826,3.61
id-1228,O15826,3.62
id-2733,O15826,3.62
id-522,O97193,3.64
id-4660,O97193,3.65
id-1118,Q6TUJ5,3.65
id-610,O15826,3.67
id-4673,O15826,3.67
id-2776,O15826,3.68
id-3024,O97193,3.69
id-336,O15826,3.75
id-465,O15826,3.76
id-1759,Q4QHJ8,3.76
id-2168,Q6TUJ5,3.8
id-823,O15826,3.82
id-3300,O15826,3.82
id-5380,O97193,3.83
id-260,O97193,3.83
id-1947,O15826,3.83
id-6,O15826,3.83
id-1402,O97193,3.83
id-1176,O97193,3.84
id-5243,O97193,3.85
id-2457,Q4QHJ8,3.85
id-2446,Q6TUJ5,3.89
id-1131,O97193,3.9
id-5349,O97193,3.93
id-1757,O15826,3.97
id-1819,Q4QHJ8,30.09
id-2725,O15826,30.12
id-1635,Q4QHJ8,30.14
id-130,Q4QHJ8,30.15
id-114,O97193,30.23
id-1639,Q4QHJ8,30.25
id-5370,O97193,30.27
id-3341,Q4QBL1,30.29
id-1862,O97193,30.31
id-3300,Q4QBL1,30.33
id-847,O15826,30.36
id-1253,O97193,30.37
id-913,O97193,30.38
id-1963,O97193,30.4
id-2269,O15826,30.43
id-606,O15826,30.43
id-34,O97193,30.5
id-433,Q4QBL1,30.5
id-3205,O15826,30.51
id-4145,O97193,30.53
id-260,Q4QBL1,30.55
id-2733,Q4QBL1,30.55
id-1402,Q4QBL1,30.55
id-276,O97193,30.6
id-383,Q4QBL1,30.61
id-4749,Q4QBL1,30.63
id-823,Q27686,30.64
id-681,Q4QHJ8,30.66
id-136,O15826,30.68
id-4673,Q4QBL1,30.7
id-2966,O97193,30.77
id-1797,Q4QHJ8,30.8
id-1620,O15826,30.94
id-2374,O97193,30.95
id-4731,O97193,30.96
id-3109,O15826,30.97
id-2325,Q4QHJ8,30.99
id-5347,O97193,300.05
id-5181,O15826,300.34
id-4500,O15826,300.35
id-1922,O15826,300.7
id-2607,P48499,300.86
id-1324,O97193,300.9
id-3749,Q27686,300.93
id-25,O15826,300.96
id-5254,O15826,3000.62
id-4886,P48499,3000.69
id-438,Q4QBL1,30017.3
id-970,Q6TUJ5,3002.18
id-4113,P48499,3003.37
id-2532,Q6TUJ5,300343.32
id-2517,P48499,30040.48
id-806,P48499,30049.98
id-3054,Q6TUJ5,300504.78
id-1587,Q6TUJ5,30066.91
id-4732,Q6TUJ5,30067.05
id-2309,Q4QBL1,30068.07
id-3717,O97193,3007.27
id-3730,Q4QBL1,30075.14
id-3452,O97193,3008.71
id-782,O97193,30088.31
id-169,O15826,301.07
id-1292,Q4QBL1,301.18
