smile-id,smile
smile-5735,C[C@]12CC[C@H]3[C@@H](CCC4=CC5=C(C[C@]34C)C=NO5)[C@@H]1CC[C@@]2(O)C#C
smile-5736,CNCCC=C1C2=CC=CC=C2CCC2=C1C=CC=C2
smile-5737,CC1=CC=C(NC(=O)C2(CC2)C2=CC=C3OC(F)(F)OC3=C2)N=C1C1=CC=CC(=C1)C(O)=O
smile-5738,CC(=O)[C@H]1CC[C@H]2[C@@H]3C[C@@H](O)C4=CC(=O)CC[C@]4(C)[C@H]3CC[C@]12C
smile-5739,Cc1nnc(C(C)C)n1[C@H]1C[C@@H]2CC[C@H](C1)N2CC[C@H](NC(=O)C1CCC(F)(F)CC1)c1ccccc1
smile-5740,CN(C)C[C@H]1CCCC[C@]1(O)c1cccc(O[C@@H]2O[C@H](C(=O)O)[C@@H](O)[C@@H](O)[C@@H]2O)c1
smile-5741,CCOC(=O)[C@H](O)CCc1ccccc1
smile-5742,CC(C)(CS(=O)(=O)O)N(Cl)Cl
smile-5743,COC(=O)[C@H](c1ccccc1)[C@H]1CCCCN1
smile-5744,CCC(C)(C)NC(=N)NC#N
smile-5745,COC[C@@H](NC(=O)O[C@H]1O[C@@H](C(=O)O)[C@H](O)[C@H](O)[C@@H]1O)C(=O)NCc1ccccc1
smile-5746,O=C(O)COc1cccc2c1CC[C@](O)(COC(=O)N(c1ccccc1)c1ccccc1)C2
smile-5747,CCCCCNC(=N)NN=CC1=CNC2=C1C=C(OC)C=C2
smile-5748,NS(=O)(=O)c1cc([C@@]2(O)NC(=O)c3ccccc32)ccc1Cl
smile-5749,COc1ccnc(C[S@](=O)c2nc3ccc(OC(F)F)cc3[nH]2)c1OC
smile-5750,CC(=O)[C@H]1CC[C@H]2[C@@H]3CC[C@H]4C[C@H](O)CC[C@]4(C)[C@H]3C(=O)C[C@]12C
smile-5751,COc1ccc2c(c1OC)CC[C@H](N[C@H](C)[C@@H](O)c1ccc(O)cc1)C2
smile-5752,Cc1ncc2n1-c1ccc(Cl)cc1C(c1ccccc1F)=N[C@H]2O
smile-5753,C[C@@H]1c2cccc(O)c2C(=O)C2=C(O)[C@]3(O)C(O)=C(C(N)=O)C(=O)[C@H](N(C)C)[C@@H]3[C@@H](O)[C@H]21
smile-5754,CN(CCC=C1c2ccccc2CCc2ccccc21)C(=O)CCCN
smile-5755,C[C@@H](O)C(=O)O
smile-5756,CC(CNC1CCCCC1)OC(=O)C1=CC=CC=C1
smile-5757,N#Cc1ccc2[nH]cc(CCCCN3CCN(c4ccc5oc(C(N)=O)cc5c4)CC3)c2c1
smile-5758,C[N+]1(C)CCC(CC1)OC(=O)C(O)(C1=CC=CC=C1)C1=CC=CC=C1
smile-5759,CCCC1([C@H](C)CC)CCC2(CCN(CCCN(C)C)C2)CC1
smile-5760,CN(C)CC(CN1C2=CC=CC=C2SC2=C1C=CC=C2)N(C)C
smile-5761,NS(=O)(=O)C1=CC2=C(NC(CC3CCCC3)NS2(=O)=O)C=C1Cl
smile-5762,CCCC[C@@H](CC)COC(=O)/C(C#N)=C(\c1ccccc1)c1ccc(OC)cc1
smile-5763,CCOC(=O)C(COC(=O)Cc1ccc(NC(=O)c2ccccc2-c2ccc(C(F)(F)F)cc2)c(C(=O)N(C)C)c1)(C(=O)OCC)c1ccccc1
smile-5764,CCC=C(C)C1(CC)C(=O)NC(=O)NC1=O
smile-5765,O=c1ccn([C@@H]2O[C@H](CO)[C@@H](O)[C@H]2O)c(=O)[nH]1
smile-5766,CC1=NC=C(C=C1)C1=C(C=C(Cl)C=N1)C1=CC=C(C=C1)S(C)(=O)=O
smile-5767,COc1ccc2c3c1O[C@@H]1[C@H](O)C=C[C@@H]4[C@H](C2)[N+](C)([O-])CC[C@@]341
smile-5768,CNC(=O)c1cc(F)ccc1CNC(=O)c1nc(N2CCCCS2(=O)=O)c2cccnc2c1O
smile-5769,Cc1c([C@@H](O)CN2CCN(C[C@H](O)c3ccc4c(c3C)COC4=O)CC2)ccc2c1COC2=O
smile-5770,C[C@H](COc1ccccc1)N[C@H](C)[C@@H](O)c1ccc(O)cc1
smile-5771,NC(=O)C1=CN([C@@H]2O[C@H](CO[P@@](=O)(O)O[P@](=O)(O)OC[C@H]3O[C@@H](n4cnc5c(N)ncnc54)[C@H](O)[C@@H]3O)[C@@H](O)[C@H]2O)C=CC1
smile-5772,CCN1C=C(C(O)=O)C(=O)C2=CC(F)=C(C=C12)N1CCN(C)CC1
smile-5773,C[C@H]1CN(Cc2ccc(CC(=O)N3CCC(Nc4cccc(F)c4)CC3)cc2)CCN1
smile-5774,ClCCNP1(=O)OCCCN1CCCl
smile-5775,O=C1c2cccc3c2[C@@H](CCC3)CN1[C@@H]1CN2CCC1CC2
smile-5776,COc1ccc2[nH]c([S@@](=O)Cc3ncc(C)c(OC)c3C)nc2n1
smile-5777,Cc1cn([C@H]2C[C@@H](N)[C@@H](CO)O2)c(=O)[nH]c1=O
smile-5778,C[C@]12C[C@H](O)[C@H]3[C@@H](CCC4=CC(=O)CC[C@]34C)[C@@H]1CC[C@]2(O)C(=O)CO
smile-5779,C[C@]12C(=O)OC(=O)[C@@]1(C)[C@@H]1CC[C@H]2O1
smile-5780,CC1=C(CC(=O)O)c2cc(F)ccc2/C1=C\c1ccc([S@](C)=O)cc1
smile-5781,C=C1/C(=C\C=C2/CCC[C@]3(C)C([C@H](C)CC#CC(C)(C)O)=CC[C@@H]23)C[C@@H](O)C[C@@H]1O
smile-5782,COc1cccc2c1C(=O)c1c(O)c3c(c(O)c1C2=O)C[C@@](O)(C(=O)CO)C[C@@H]3O[C@H]1C[C@H](N)[C@H](O)[C@H](C)O1
smile-5783,O=C1N(CC2=CC=CC=C2)C2C[S+]3CCCC3C2N1CC1=CC=CC=C1
smile-5784,CN(C)C[C@H]1CCCC[C@@]1(O)c1cccc(O[C@H]2O[C@@H](C(=O)O)[C@H](O)[C@@H](O)[C@@H]2O)c1
smile-5785,CN(C)CCOC(c1ccccc1)c1ccccc1
smile-5786,O=C(O[C@H]1CN2CCC1CC2)N1CCC2=CC=CC=C2[C@@H]1C1=CC=CC=C1
smile-5787,NCCc1c[nH]c2ccc(C[C@@H]3COC(O)=N3)cc12
smile-5788,CC(C)N(CCC(C(N)=O)(C1=CC=CC=C1)C1=CC=CC=N1)C(C)C
smile-5789,CC(C)NC[C@@H](O)COc1cccc2[nH]ccc12
smile-5790,CC(C)C[C@@H]1N2C(=O)[C@](NC(=O)[C@@H]3C[C@H]4[C@@H](CC5=CNC6=CC=CC4=C56)N(C)C3)(O[C@@]2(O)[C@@H]2CCCN2C1=O)C(C)C
smile-5791,CN1CC[C@@]23c4c5ccc(O[C@H]6O[C@@H](C(=O)O)[C@H](O)[C@@H](O)[C@@H]6O)c4O[C@@H]2[C@@H](O)CC[C@@H]3[C@@H]1C5
smile-5792,COc1cc(Cc2cnc(N)nc2N)c2c(c1OC)O[C@H](C1CC1)C=C2
smile-5793,CC1=C[C@H]2Cc3nc(O)ccc3[C@@]3(C1)NCCC[C@H]23
smile-5794,CC1=CC(OS(O)(=O)=O)=C2C=CC=CC2=C1OS(O)(=O)=O
smile-5795,N[C@H]1C[C@@H]1c1ccccc1
smile-5796,CCCC[C@]1(CC)CS(=O)(=O)c2cc(CNC(CC(=O)O)CC(=O)O)c(OC)cc2[C@@H](c2ccccc2)N1
smile-5797,CC(C)(C)NC(=O)[C@@H]1C[C@H]2CCCC[C@@H]2CN1C[C@@H](O)[C@H](Cc1ccccc1)NC(=O)[C@H](CC(N)=O)NC(=O)c1ccc2ccccc2n1
smile-5798,C1CN=C(N\N=C\C2=C3C=CC=CC3=C(\C=N\NC3=NCCN3)C3=C2C=CC=C3)N1
smile-5799,CCN1CCCC1CNC(=O)C1=C(OC)C=CC(=C1)S(N)(=O)=O
smile-5800,CCC(Br)(CC)C(=O)NC(N)=O
smile-5801,N[C@H]1[C@H](O)O[C@H](CO)[C@@H](O)[C@@H]1O
smile-5802,CO\N=C(/C(=O)N[C@H]1[C@H]2SCC(CSC3=NN=NN3C)=C(N2C1=O)C(O)=O)C1=CSC(N)=N1
smile-5803,CC(=O)SC[C@H](Cc1ccccc1)C(=O)NCC(=O)OCc1ccccc1
smile-5804,CN1CCN(CC/C=C2/c3ccccc3Sc3ccc(S(=O)(=O)N(C)C)cc32)CC1
smile-5805,CCCNCC(O)COC1=C(C=CC=C1)C(=O)CCC1=CC=CC=C1
smile-5806,C[C@H]1CNCCCN1S(=O)(=O)C1=CC=CC2=C1C(F)=CN=C2
smile-5807,CCN(CC)CC(=O)NC1=C(C)C=CC=C1C
smile-5808,CC(C)(OC1=CC=C(Cl)C=C1)C(=O)OCC1=CN=CC=C1
smile-5809,CC[C@@H](c1ccccc1)[C@@H](c1ccc(OCCNC)cc1)c1ccc(O[C@H]2O[C@@H](C(=O)O)[C@H](O)[C@@H](O)[C@@H]2O)cc1
smile-5810,C[C@H]1CC(=O)NN=C1c1ccc(NCC(C)(C)NC[C@H](O)COc2cc(Cl)ccc2C#N)cc1
smile-5811,COC1=C(C)C2=C(C(=O)OC2)C(O)=C1C\C=C(/C)CCC(=O)OCCN1CCOCC1
smile-5812,O=C1NC2=Nc3ccc(Cl)c(Cl)c3CN2[C@@H]1O
smile-5813,CCCC[C@@H](CC)COC(=O)/C=C\c1ccc(OC)cc1
smile-5814,CNC[C@@H]1CCCC[C@]1(O)c1cccc(OC)c1
smile-5815,COc1cc([C@H]2C(C#N)=C(N)Oc3c2ccc(N)c3N)cc(Br)c1OC
smile-5816,C=C(CC[C@]12O[C@@H](C(=O)O)[C@@](O)(C(=O)O)[C@](C(=O)O)(O1)[C@H](OC(=O)/C=C/[C@@H](C)C[C@@H](C)CC)[C@H]2O)[C@@H](OC(C)=O)[C@H](C)Cc1ccccc1
smile-5817,CCOC(=O)C=C1SC(N2CCCCC2)C(=O)N1C
smile-5818,CN(C)C(=O)C(CCN1CCC(O)(CC1)C1=CC=C(Cl)C=C1)(C1=CC=CC=C1)C1=CC=CC=C1
smile-5819,CC1(C)S[C@@H]2[C@H](NC(=O)[C@H](C(O)=O)C3=CSC=C3)C(=O)N2[C@H]1C(O)=O
smile-5820,CCCCOc1ccc(C(=O)CCN2CCCCC2)cc1
smile-5821,COC1=CC(NC2=NC(NC3=CC=C4OC(C)(C)C(=O)N(COP(O)(O)=O)C4=N3)=C(F)C=N2)=CC(OC)=C1OC
smile-5822,O=C(O)CCNC(=O)[C@H](CS)Cc1ccccc1
smile-5823,Cc1c(OC(=O)c2ccc(N)cc2)c(O)c2ccccc2c1O
smile-5824,CCN[C@H]1CN(CCCOC)S(=O)(=O)C2=C1C=C(S2)S(N)(=O)=O
smile-5825,CCN(CC)CCn1cnc2c1c(=O)n(C)c(=O)n2C
smile-5826,CCOC1=C(OCC)C=C(\C=C2/NCCC3=CC(OCC)=C(OCC)C=C23)C=C1
smile-5827,C[N+]1([O-])CCC[C@H]1c1cccnc1
smile-5828,CN1C2=CC=C(Cl)C=C2C2(OC(C)=CC(=O)N2CC1=O)C1=CC=CC=C1
smile-5829,O=C(/C=C/c1ccc(Cl)c(Cl)c1)N[C@@H]1CC[C@H](CN2[C@H]3CC[C@H]2CC(c2c[nH]c4ccc(O)cc24)C3)CC1
smile-5830,CN1CC[C@]23c4c5ccc(OS(=O)(=O)O)c4O[C@@H]2C(=O)CC[C@H]3[C@H]1C5
smile-5831,CC(C)COC[C@@H](CN(Cc1ccccc1)c1ccccc1)N1CCCC1
smile-5832,c1cncc([C@@H]2CCCCN2)c1
smile-5833,O=C1CCO[P@@](=O)(N(CCCl)CCCl)N1
smile-5834,CC(C(=O)NC1=CC(C)=CC=N1)C1=CC=CC(=C1)C(=O)C1=CC=CC=C1
smile-5835,CC(C)(C)Nc1nc(C(F)(F)F)nc2ccc(-c3cccc(N)c3)cc12
smile-5836,CN1CCN(CC1)C1=CC=C(NC2=NC3=C(SC=C3)C(OC3=CC=CC(NC(=O)C=C)=C3)=N2)C=C1
smile-5837,CCC(C)(C)[C@@H]1C(=O)N2CCC[C@@H]2[C@]2(O)O[C@](NC(=O)[C@@H]3C[C@@H]4c5cccc6[nH]cc(c56)C[C@H]4N(C)C3)(C(C)C)C(=O)N12
smile-5838,CCN1C(=O)N(CCCN2CCN(CC2)C2=CC(Cl)=CC=C2)N=C1CC
smile-5839,CC(C)(OC1=CC=C(Cl)C=C1)C(=O)OCCCOC(=O)C1=CN=CC=C1
smile-5840,NC[C@H]1O[C@H](O[C@@H]2[C@@H](N)C[C@@H](N)[C@H](O[C@H]3O[C@H](CO)[C@@H](O)[C@H](N)[C@H]3O)[C@H]2O)[C@H](O)[C@@H](O)[C@@H]1O
smile-5841,NS(=O)(=O)C1=CC(C2=NN=NN2)=C(NCC2=CC=CS2)C=C1Cl
smile-5842,COCC(=O)NC/C=C/c1ccc2ncnc(Nc3ccc(Oc4ccc(C)nc4)c(C)c3)c2c1
smile-5843,C=Cc1c(C)c2cc3[nH]c(cc4nc(cc5[nH]c(cc1n2)c(C)c5C=C)c(C)c4CCC(=O)O)c(CCC(=O)O)c3C
smile-5844,CN1[C@H]2CCC[C@@H]1C[C@@H](NC(=O)c1nn(C)c3ccccc13)C2
smile-5845,COC(=O)N[C@@H](C(C)C)C(=O)N1CCC[C@H]1C1=NC(=CN1)C1=CC2=C(C=C1)N1[C@@H](OC3=CC(=CC=C3C1=C2)C1=CNC(=N1)[C@@H]1CCCN1C(=O)[C@@H](NC(=O)OC)C(C)C)C1=CC=CC=C1
smile-5846,CN(CC1=CC=C(C=C1)C(C)(C)C)CC1=CC=CC2=CC=CC=C12
smile-5847,Cc1cc2nc3c(=O)[nH]c(=O)nc-3n(C[C@H](O)[C@H](O)[C@H](O)COP(=O)(O)O)c2cc1C
smile-5848,C[C@@H](O[C@H]1OCCN(Cc2n[nH]c(=O)[nH]2)[C@H]1c1ccc(F)cc1)c1cc(C(F)(F)F)cc(C(F)(F)F)c1
smile-5849,COc1c(C)cnc(C[S@@](=O)c2nc3cc(O)ccc3[nH]2)c1C
smile-5850,N[C@@H](CCC(=O)N[C@@H](CS(=O)(=O)CCOP(=O)(N(CCCl)CCCl)N(CCCl)CCCl)C(=O)N[C@@H](C(O)=O)C1=CC=CC=C1)C(O)=O
smile-5851,O=C(NCC12CC3CC(CC(C3)C1)C2)c1cc(CCCNCCCO)ccc1Cl
smile-5852,COCCNCc1ccc(-c2cc3nccc(Oc4ccc(NC(=S)NC(=O)Cc5ccc(F)cc5)cc4F)c3s2)nc1
smile-5853,O=C(O)[C@H]1O[C@@H](O[C@@H]2N=C(c3ccccc3Cl)c3cc(Cl)ccc3N=C2O)[C@H](O)[C@@H](O)[C@@H]1O
smile-5854,CCOC(=O)[C@H](CCc1ccccc1)N[C@@H](C)C(=O)N1CC2(C[C@H]1C(=O)O)SCCS2
smile-5855,CCN(CC)CCN1C(=O)C(CC2=CC=C(OC)C=C2)=NC2=C1C=CC=C2
smile-5856,CC(=O)OCC(=O)[C@@]1(O)CC[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@H]3[C@@H](O)C[C@]12C
smile-5857,CC/N=C1\Nc2ccc(Cl)cc2[C@@](C)(c2ccccc2)O1
smile-5858,O=C(CC(c1ccccc1)c1ccccc1)N1CCN(C(c2ccccc2)c2ccccc2)CC1
smile-5859,CC\C=C(/C(=O)N[C@H]1[C@H]2SCC(COC(N)=O)=C(N2C1=O)C(O)=O)C1=CSC(N)=N1
smile-5860,C[C@@H](N)Cc1ccc(O)cc1
smile-5861,CCCC[C@H]1OC(=O)c2ccccc21
smile-5862,O=C(NC1=CC=CC2=C1OC(=CC2=O)C1=NN=NN1)C1=CC=C(OCCCCC2=CC=CC=C2)C=C1
smile-5863,CCO[C@H]1O[C@@H]2O[C@@]3(C)CC[C@H]4[C@H](C)CC[C@@H]([C@H]1C)[C@]42OO3
smile-5864,COc1cc(OC)c(/C=C/S(=O)(=O)Cc2ccc(OC)c(NCC(=O)O)c2)c(OC)c1
smile-5865,NC1=NC=NC2=C1NC=N2
smile-5866,OC1=C2C(=CC(=C1)S(O)(=O)=O)C=C(C=C2\N=N\C1=CC=C(NC2=CC=CC=C2)C2=C(C=CC=C12)S(O)(=O)=O)S(O)(=O)=O
smile-5867,CC(C)[C@H](C)/C=C/[C@H](C)[C@H]1CC[C@@H]2/C(=C/C=C3/C[C@@H](O)CC[C@H]3C)CCC[C@]21C
smile-5868,N#CC(CCN1CCC(C(=O)O)(c2ccccc2)CC1)(c1ccccc1)c1ccccc1
smile-5869,CCOC(=O)[C@]1(OC(=O)C(Cl)Cl)CC[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@H]3[C@@H](O)C[C@@]21C
smile-5870,COC1=C(OP(=O)(OC2=C(OC)C=CC=C2)OC2=C(OC)C=CC=C2)C=CC=C1
smile-5871,CCN(CC)CCOC1=C(OCCN(CC)CC)C=C2C(C)=CC(=O)OC2=C1
smile-5872,CCN(CC)CCOC1=CC=C(C=C1)C(O)(CC1=CC=C(Cl)C=C1)C1=CC=C(C)C=C1
smile-5873,OC(=O)CCC1=CC(I)=C(OC2=CC(I)=C(O)C=C2)C(I)=C1
smile-5874,NS(=O)(=O)c1ccc(C(=O)O)cc1
smile-5875,c1cnc2cc3c(cc2n1)[C@H]1CNC[C@@H]3C1
smile-5876,C/C1=C\CC(C)(C)/C=C/C[C@@]2(C)OC3=C(O)C(=O)[C@H]4CO[C@H]([C@@H]34)[C@@H]2CC1
smile-5877,Cc1cc(S(N)(=O)=O)ccc1NC(=O)COc1ccc(Cl)cc1C(=O)c1cc(Cl)cc(C#N)c1
smile-5878,CC(=O)N[C@H]1[C@@H](O)O[C@H](CO)[C@@H](O)[C@@H]1O
smile-5879,FC(F)(F)C1=CC=C(C=C1)C(=O)NN1C(=O)[C@H]2[C@H]([C@H]3C=C[C@@H]2[C@@H]2C[C@H]32)C1=O
smile-5880,C[C@@H]1CC[C@@]23CCC(=O)[C@H]2[C@]1(C)[C@@H](C[C@@](C)(C=C)[C@@H](O)[C@@H]3C)OC(=O)CS[C@@H]1CC[C@@H](N)C[C@H]1O
smile-5881,O=C1C(O)=C([C@H]2CC[C@@H](c3ccc(Cl)cc3)CC2)C(=O)c2ccccc21
smile-5882,OC[C@H](O)[C@@H](O)[C@H](O[C@@H]1O[C@H](CO)[C@H](O)[C@H](O)[C@H]1O)[C@H](O)CO
smile-5883,CCOC(=O)O[C@@]1(C(=O)COC(=O)CC)CC[C@@H]2[C@H]3CCC4=CC(=O)C=C[C@]4(C)[C@@H]3[C@H](O)C[C@@]21C
smile-5884,C[C@H](O)CO
smile-5885,CC(C)(C)C1=CC(=CC=C1N1CCCC1)C1=C(OCCO)C=CC(=C1)C1=CC=C(C=C1)C(O)=O
smile-5886,CC(=O)[C@@]1(O)CC[C@@H]2[C@H]3C[C@H](C)C4=CC(=O)[C@@H](O)C[C@]4(C)[C@H]3CC[C@@]21C
smile-5887,[O-][n+]1ccccc1S
smile-5888,CNc1nc2c(Cc3cccnc3)c(C)c(O)c(C)c2s1
smile-5889,CCOC(=O)[C@]1(c2ccccc2)CCCN(C)CC1
smile-5890,C#Cc1c[nH]c(=O)[nH]c1=O
smile-5891,Cl/C(=C\n1cncn1)c1ccc(Cl)cc1Cl
smile-5892,CN(C)CCN1C(=O)c2cccc3cc(N)cc(c23)C1=O
smile-5893,COc1cc2c(cc1OC)[C@H]1C[C@@H](O)[C@@H](CC(C)C)CN1CC2
smile-5894,C[C@]12C[C@H](N3CCOCC3)[C@@H](O)C[C@@H]1CC[C@@H]1[C@@H]2CC[C@]2(C)[C@@H](C(=O)CCl)CC[C@@H]12
smile-5895,Clc1ccc2c(c1)N=C(N1CCNCC1)c1ccccc1N2
smile-5896,C/C(O)=N\c1ccc(O)cc1
smile-5897,CC[C@H]1OC(=O)[C@H](C)[C@@H](O[C@@H]2C[C@](C)(OC)[C@H](C)[C@H](C)O2)[C@H](C)[C@@H](O[C@@H]2O[C@H](C)C[C@H](N)[C@@H]2O)[C@](C)(O)C[C@@H](C)/C(=N\OCOCCOC)[C@H](C)[C@@H](O)[C@]1(C)O
smile-5898,CC(C)CCCCCCCCCCCN(C)O[P@](=O)(O)N(CC(N)=O)[P@](=O)(O)O[C@@H]1C(OC[C@H]2O[C@@H](n3ccc(O)nc3=O)[C@H](O)[C@@H]2O)=C(CO)[C@H](O)[C@@H]1O
smile-5899,NC1=CC=C(C=C1)C(=O)NCC(O)=O
smile-5900,CN(C)C(=O)CC1=C(N=C2C=CC(C)=CN12)C1=CC=C(C)C=C1
smile-5901,OC(O)C(Cl)(Cl)Cl
smile-5902,CC1=CC=C(\C=C2/C3CCC(C)(C2=O)C3(C)C)C=C1
smile-5903,NC[C@@H](CC(=O)O)c1ccc(Cl)cc1
smile-5904,CN1CCN2c3c(cccc31)[C@H]1CN(CCCC(=O)c3ccc(F)cc3)CC[C@H]12
smile-5905,CO[C@H]1/C=C/O[C@@]2(C)Oc3c(C)c(O)c4c(=O)c(c5oc6cc(N7CCN(CC(C)C)CC7)cc(O)c6nc-5c4c3C2=O)NC(=O)/C(C)=C\C=C\[C@H](C)[C@H](O)[C@@H](C)[C@@H](O)[C@@H](C)[C@H](OC(C)=O)[C@@H]1C
smile-5906,CCCCCOC1=CC=C(C=C1)C1=CC=C(C=C1)C1=CC=C(C=C1)C(=O)N[C@H]1C[C@@H](O)[C@@H](O)NC(=O)[C@@H]2[C@@H](O)[C@@H](C)CN2C(=O)[C@@H](NC(=O)C(NC(=O)[C@@H]2C[C@@H](O)CN2C(=O)C(NC1=O)[C@@H](C)O)[C@H](O)[C@@H](O)C1=CC=C(O)C=C1)[C@@H](C)O
smile-5907,CC[C@H]1OC(=O)[C@H](C)C(=O)[C@H](C)[C@@H](O[C@@H]2O[C@H](C)C[C@H](N(C)C)[C@H]2O)[C@](C)(OC/C=C\c2cnc3ccccc3c2)C[C@@H](C)C(=O)[C@H](C)[C@H]2NC(=O)O[C@]12C
smile-5908,CC(=O)N[C@@H](Cc1ccccc1)C(=O)O
smile-5909,CCCN(CCC)C(=O)CC1=C(N=C2C=CC(Cl)=CN12)C1=CC=C(Cl)C=C1
smile-5910,CC(C)=CCC/C(C)=C/CC/C(C)=C/CC/C(C)=C/CC/C(C)=C/CC/C(C)=C/CC/C(C)=C\CC1=C(C)C(=O)c2ccccc2C1=O
smile-5911,COc1ccc2c3c1O[C@H]1[C@@H](O)CC[C@H]4[C@@H](C2)N(C)CC[C@]314
smile-5912,CCCCCCCCCCCCCCO[P@@](=O)(O)O[C@H](CC(=O)O)[N+](C)(C)C
smile-5913,O=C1[C@H]2[C@H]3CC[C@H]([C@H]2C(=O)N1C[C@@H]1CCCC[C@H]1CN1CCN(c2nsc4ccccc24)CC1)[C@@H]3O
smile-5914,CCCC[C@@H](NC(=O)[C@@H](Cc1ccccc1)NC(=O)[C@H](N)Cc1ccccc1)C(=O)N[C@H](CCCNC(=N)N)C(=O)NCc1ccncc1
smile-5915,Cc1cc(Oc2ccc3nc(COc4ccc(C[C@H]5SC(=O)NC5=O)cc4)n(C)c3c2)cc(C)c1N
smile-5916,CCN(CC)CCOC(=O)[C@@H](Cc1ccc(NC(=O)c2c(Cl)cccc2Cl)cc1)NC(=O)c1c(C)cccc1Cl
smile-5917,C[N+]1([C@@H]2O[C@H](C(=O)O)[C@H](O)[C@@H](O)[C@H]2O)CCC(=C2c3ccccc3CC(=O)c3sccc32)CC1
smile-5918,Nc1nc2c(cnn2CCc2ccccc2)c2nc(-c3ccco3)nn12
smile-5919,CC(C)=NNc1nncc2ccccc12
smile-5920,CN(C)C(=O)CCn1nc(Nc2ccc3c(c2)OC(F)(F)O3)nc1-c1ccncc1
smile-5921,CC#CCn1c(N2CCC[C@H](O)C2)nc2c1c(=O)n(Cc1nc(C)c3ccccc3n1)c(=O)n2C
smile-5922,CS(=O)(=O)C1=CC=C(C=C1)[C@@H](O)[C@@H](COC(=O)CN)NC(=O)C(Cl)Cl
smile-5923,C=C[C@H]1CN2CC[C@H]1C[C@@H]2[C@@H](O)c1ccnc2ccc(OC)cc12
smile-5924,CN1CCN2c3ncc(O)cc3Cc3ccccc3[C@H]2C1
smile-5925,O=C(O[C@H]1CN2CCC1CC2)c1ccccc1
smile-5926,CC(C)C1=Cc2ccc3c(c2C(=O)C1=O)CCCC3(C)C
smile-5927,CC(C)[C@H](N1CCCNC1=O)C(=O)N[C@H](C[C@H](O)[C@H](CC1=CC=CC=C1)NC(=O)COC1=C(C)C=CC=C1C)CC1=CC=CC=C1
smile-5928,CO[C@@H]1C[C@@H](CC[C@H]1O)\C=C(/C)[C@H]1OC(=O)[C@@H]2CCCCN2C(=O)C(=O)[C@]2(O)O[C@@H]([C@H](C[C@H]2C)OC)[C@H](C[C@@H](C)C\C(C)=C\[C@@H](CC=C)C(=O)C[C@H](O)[C@@H]1C)OC
smile-5929,CCCC(CC)C1(CC)C(=O)NC(=O)NC1=O
smile-5930,COC(=O)[C@H]1O[C@H](O[C@@H]2[C@H](O)[C@@H](O)[C@@H](O[C@@H]3[C@H](O)[C@@H](O)[C@@H](O[C@@H]4[C@H](O)[C@@H](O)[C@@H](O)O[C@@H]4C(=O)OC)O[C@@H]3C(=O)OC)O[C@@H]2C(=O)OC)[C@H](O)[C@@H](O)[C@H]1O
smile-5931,Cc1cccc([C@H](C)c2cnc[nH]2)c1C
smile-5932,C[C@]12CC[C@@H]3[C@H](CC=C4C[C@@H](O)CC[C@@]43C)[C@H]1CCC2=O
smile-5933,C=C1/C(=C\C=C2/CCC[C@]3(C)C([C@@H](C)C/C=C/C(O)(CC)CC)=CC[C@@H]23)C[C@@H](O)C[C@@H]1F
smile-5934,O=C(O)Cc1cccc(-c2cc(CCCCCCc3ccc(O[C@H]4O[C@H](CO)[C@@H](O)[C@H](O)[C@@H]4O)c(-c4cccc(CC(=O)O)c4)c3)ccc2O[C@@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@@H]2O)c1
smile-5935,CC(=O)OCC(=O)[C@@]12OC(C)(C)O[C@@H]1C[C@H]1[C@@H]3C[C@H](F)C4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@@]12C
smile-5936,COC(=O)[C@H]1[C@@H](c2ccc(I)cc2)C[C@H]2CC[C@H]1N2CCCF
smile-5937,CN1CCN2c3ccccc3Cc3ccccc3[C@@H]2C1
smile-5938,COc1ccccc1OC[C@@H](O)CNC(C)C
smile-5939,Nc1c2c(nc3ccccc13)CCC[C@H]2O
smile-5940,CN1CC[C@]23c4c5ccc(O)c4O[C@H]2[C@H](O[C@H]2O[C@@H](C(=O)O)[C@H](O)[C@@H](O)[C@@H]2O)CC[C@H]3[C@H]1C5
smile-5941,Cc1cnc(/C(O)=N/CCc2ccc(S(=O)(=O)/N=C(/O)N[C@H]3CCC[C@@H](O)C3)cc2)cn1
smile-5942,O=C(O)CCNC(=O)c1ccc(N=Nc2ccc(O)c(C(=O)O)c2)cc1
smile-5943,COC1=CC(=O)C(OC)=CC1=O
smile-5944,CCC[C@@H]1O[C@@H]2C[C@H]3[C@@H]4CCC5=CC(=O)C=C[C@]5(C)[C@H]4[C@@H](O)C[C@]3(C)[C@]2(C(=O)COC(=O)c2ccc(CO[N+](=O)[O-])cc2)O1
smile-5945,CC1(C)O[C@@H]2C[C@H]3[C@@H]4CCC5=CC(=O)C=C[C@]5(C)[C@H]4[C@@H](O)C[C@]3(C)[C@@]2(O1)C(=O)CO
smile-5946,CN1CCN(c2ccc3nc(-c4c(N)c5c(F)cccc5[nH]c4=O)[nH]c3c2)CC1
smile-5947,CC(C)OC(=O)CCC/C=C\C[C@H]1[C@@H](O)C[C@@H](O)[C@@H]1CC[C@@H](O)CCc1ccccc1
